,Рентабельность продаж,Рентабельность активов (ROA),Рентабельность капитала (ROE)
149999,,,
150000,,,
150001,,,
150002,,,
150003,,,
150004,-0.0172,-0.0263,-1.8418
150005,,,
150006,,,
150007,,,
150008,,,
150009,0.0932,0.0129,0.0135
150010,,,
150011,,,
150012,,,
150013,,,
150014,,,
150015,,,
150016,0.0084,-0.0085,0.0118
150017,,,
150018,0.1671,0.2469,0.4591
150019,,,
150020,0.0513,0.1942,0.2939
150021,,,
150022,,,
150023,,,
150024,,,
150025,,,
150026,,,
150027,,,
150028,,,
150029,,,
150030,,,
150031,,,
150032,,,
150033,,,
150034,,,
150035,,,
150036,0.1126,0.5077,0.6267
150037,0.0283,0.1103,2.0
150038,,,
150039,,,
150040,,,
150041,,,
150042,,,
150043,,,
150044,0.072,0.1834,0.3377
150045,,,
150046,,,
150047,,,
150048,,,
150049,,,
150050,0.62,2.3676,1150.9
150051,,,
150052,,,
150053,0.2424,2.2555,2.9928
150054,,,
150055,,,
150056,,,
150057,,,
150058,,,
150059,,,
150060,0.038,0.0249,1.5652
150061,,,
150062,,,
150063,,,
150064,,,
150065,,,
150066,0.2459,0.3615,0.4508
150067,,,
150068,0.0528,0.0057,1.6154
150069,0.2796,1.5832,1.9641
150070,,,
150071,0.0194,-0.5943,2.4706
150072,,,
150073,,,
150074,,,
150075,,,
150076,,,
150077,,,
150078,0.0249,0.0176,0.746
150079,,,
150080,,,
150081,,,
150082,0.3712,2.7029,9.5026
150083,0.3992,1.9545,30.6027
150084,,,
150085,,,
150086,,,
150087,,,
150088,,,
150089,,,
150090,,,
150091,,,
150092,,,
150093,0.0202,0.1645,1.7242
150094,,,
150095,,,
150096,,,
150097,,,
150098,,,
150099,,,
150100,,,
150101,,,
150102,0.4058,0.3167,0.3916
150103,,,
150104,-0.1639,0.021,1.65
150105,-0.0575,-0.2014,-0.217
150106,0.2204,1.8821,-7.0738
150107,,,
150108,,,
150109,,,
150110,,,
150111,-0.0502,0.0006,0.0059
150112,,,
150113,,,
150114,,,
150115,,2.0,2.0
150116,0.0322,0.6316,1.0435
150117,,,
150118,,,
150119,,,
150120,,,
150121,,,
150122,,,
150123,,,
150124,,,
150125,,,
150126,,,
150127,,,
150128,,,
150129,,,
150130,0.0585,0.0073,0.2112
150131,,,
150132,,,
150133,,,
150134,,,
150135,,,
150136,,,
150137,,,
150138,,,
150139,,,
150140,,,
150141,,,
150142,,,
150143,,,
150144,,,
150145,0.0241,0.0359,0.357
150146,0.0316,0.1557,0.4583
150147,,,
150148,0.0525,0.1002,0.996
150149,,,
150150,,,
150151,0.1197,0.7643,0.7643
150152,,,
150153,0.0389,0.0119,0.017
150154,,,
150155,0.0614,0.0439,0.4945
150156,,,
150157,0.0054,-0.1143,-0.1879
150158,,,
150159,,,
150160,,,
150161,,,
150162,,,
150163,1.0,,
150164,,,
150165,,,
150166,,,
150167,,,
150168,0.1478,0.3803,0.4857
150169,,,
150170,,,
150171,,,
150172,,,
150173,,,
150174,0.0346,0.0061,0.188
150175,,,
150176,0.3921,0.6169,0.7904
150177,,,
150178,,,
150179,,,
150180,,,
150181,0.356,0.287,2.3333
150182,0.0351,0.0003,0.001
150183,,,
150184,0.0189,0.1155,1.5556
150185,,,
150186,,,
150187,0.0375,0.1186,1.9471
150188,0.1626,0.2238,0.4833
150189,,,
150190,,,
150191,,,
150192,,,
150193,,,
150194,0.2908,0.3157,1.0735
150195,,,
150196,,,
150197,,,
150198,,,
150199,,,
150200,,,
150201,,,
150202,,,
150203,,,
150204,,,
150205,0.0184,0.0132,0.0983
150206,,,
150207,,,
150208,,,
150209,0.6136,-0.008,-0.0795
150210,-0.1509,-0.1125,-2.0
150211,,,
150212,0.0329,0.1076,1.7
150213,0.039,0.0055,0.024
150214,,,
150215,0.1773,0.5242,0.6008
150216,,,
150217,,,
150218,,,
150219,,,
150220,0.147,0.5697,1.6929
150221,,,
150222,,,
150223,,,
150224,,,
150225,,,
150226,,,
150227,,,
150228,0.0038,0.0431,0.4375
150229,,,
150230,0.0141,0.0049,0.0116
150231,,,
150232,,,
150233,,,
150234,,,
150235,,,
150236,,,
150237,,,
150238,,,
150239,,,
150240,,,
150241,0.5321,2.7623,3.2991
150242,,,
150243,,,
150244,-0.3628,0.0205,0.0965
150245,,,
150246,,,
150247,,,
150248,1.0,0.4545,0.4931
150249,,,
150250,,,
150251,0.0405,0.0806,1.9985
150252,,,
150253,,,
150254,0.0279,-0.0022,-0.0033
150255,,,
150256,,,
150257,,,
150258,,,
150259,0.0758,0.0258,0.0338
150260,,,
150261,,-0.71,0.461
150262,,,
150263,,,
150264,0.0857,0.0551,0.1084
150265,,,
150266,,,
150267,,,
150268,,,
150269,,,
150270,,,
150271,,,
150272,0.0534,0.0131,0.8315
150273,,,
150274,,,
150275,-0.0415,0.0641,0.181
150276,,,
150277,0.7974,0.7436,0.7651
150278,,,
150279,,,
150280,0.9552,1.0542,1.8377
150281,,-0.0599,0.2284
150282,,,
150283,0.6061,0.0071,-0.0238
150284,,,
150285,,,
150286,,,
150287,-1.0299,-0.1083,-1.0107
150288,,,
150289,,,
150290,0.14,0.0282,0.0917
150291,,,
150292,,,
150293,,,
150294,,,
150295,0.1393,1.0755,1.972
150296,0.225,0.4367,0.8055
150297,,,
150298,,,
150299,,,
150300,,,
150301,,,
150302,,,
150303,0.0418,0.0156,-0.1141
150304,0.0036,0.0532,0.7027
150305,,-0.1771,1.1698
150306,,,
150307,0.1327,0.0153,0.04
150308,,,
150309,,,
150310,,,
150311,,,
150312,,,
150313,,,
150314,,,
150315,,,
150316,,,
150317,,,
150318,,,
150319,,,
150320,,,
150321,,,
150322,,,
150323,,,
150324,,,
150325,,,
150326,-0.2548,0.0536,0.1003
150327,,,
150328,,,
150329,0.1215,0.402,0.5021
150330,,,
150331,-0.0192,-0.1204,4.5
150332,0.0049,-0.0129,-0.0275
150333,0.0326,0.0232,0.1102
150334,,,
150335,,,
150336,,,
150337,,,
150338,,,
150339,,,
150340,,,
150341,,,
150342,,,
150343,0.6266,1.1887,1.5031
150344,0.1105,-0.1867,-0.5127
150345,0.2647,0.0088,-0.052
150346,,,
150347,,,
150348,,,
150349,,,
150350,,,
150351,,,
150352,,,
150353,,,
150354,,,
150355,,,0.0952
150356,,,
150357,0.0218,0.0063,0.026
150358,0.2096,0.3536,0.4665
150359,,,
150360,0.0085,0.1044,0.5783
150361,,,
150362,,,
150363,-0.0002,0.0108,0.5622
150364,,,
150365,,,
150366,,,
150367,,,
150368,,,
150369,,,
150370,,,
150371,,,
150372,,,
150373,,,
150374,,,
150375,,,
150376,0.9918,4.0837,4.39
150377,,,
150378,,-2.219,0.6831
150379,0.0727,0.043,-0.1278
150380,0.1478,0.093,0.5887
150381,0.2367,0.3049,0.6796
150382,,,
150383,0.124,0.1853,0.4344
150384,0.391,0.0182,0.3473
150385,,,
150386,,,
150387,,,
150388,,,
150389,,,
150390,0.1267,0.4421,0.5303
150391,,,
150392,0.0996,0.0684,1.044
150393,,,
150394,0.0653,0.1432,0.3431
150395,,,
150396,,,
150397,,,
150398,0.0418,0.1037,0.507
150399,,,
150400,,,
150401,,,
150402,,,
150403,,,
150404,,,
150405,,,
150406,,,
150407,,,
150408,,,
150409,0.0164,0.1368,0.3165
150410,,-0.0274,0.0075
150411,0.0273,0.0303,-5.7143
150412,,,
150413,,,
150414,,,
150415,,,
150416,,,
150417,,,
150418,0.2407,0.1754,0.2406
150419,,,
150420,,,
150421,,,
150422,,,
150423,,,
150424,0.0473,0.0089,0.0372
150425,,,
150426,0.0219,0.0159,0.0475
150427,,,
150428,,,
150429,,,
150430,,,
150431,,,
150432,,,
150433,,,
150434,,,
150435,,,
150436,-0.1218,-0.0961,-0.1337
150437,,,
150438,0.0132,0.0263,0.0648
150439,,,
150440,,,
150441,-0.1204,-0.0803,-1.0972
150442,,,
150443,,,
150444,,,
150445,,,
150446,,,
150447,,,
150448,,,
150449,,,
150450,,,
150451,,,
150452,0.104,0.173,4.7304
150453,-0.8414,-1.0656,-1.1084
150454,,,
150455,,,
150456,-0.0911,-0.1231,-0.3422
150457,0.0165,0.0351,0.807
150458,,,
150459,,,
150460,0.1001,0.3098,2.0011
150461,0.0396,0.0525,0.1162
150462,,,
150463,,,
150464,,,
150465,,-0.0008,-8.0
150466,0.007,0.0077,0.8218
150467,-0.3625,-0.8433,-1.0528
150468,,,
150469,,,
150470,0.0325,0.0282,0.1102
150471,,,
150472,,,
150473,,,
150474,,,
150475,0.0045,0.5577,0.617
150476,,,
150477,-0.2298,-0.3714,-0.4516
150478,,,
150479,,,
150480,-0.8178,0.0212,0.4857
150481,,,
150482,0.0508,0.085,0.2331
150483,,,
150484,,,
150485,,,
150486,,,
150487,,,
150488,,,
150489,,,
150490,,,
150491,,-2.7692,0.2667
150492,,,
150493,0.0846,0.5565,2.0
150494,0.4314,1.3823,1.9807
150495,,,
150496,,,
150497,-0.0261,-0.0067,0.1984
150498,,,
150499,,,
150500,0.0475,0.0011,0.0013
150501,,,
150502,0.2022,0.3574,0.3652
150503,,,
150504,,,
150505,,,
150506,,,
150507,0.002,0.0862,0.9312
150508,,,
150509,,,
150510,,,
150511,,,
150512,,,
150513,,,
150514,,,
150515,,,
150516,,,
150517,0.3214,0.1132,1.9145
150518,0.0052,0.0048,0.8944
150519,,,
150520,,,
150521,,,
150522,0.0593,0.0354,0.059
150523,,,
150524,,,
150525,,,
150526,,,
150527,,,
150528,,,
150529,,,
150530,,,
150531,,,
150532,0.0633,0.0549,0.2953
150533,,,
150534,,,
150535,-0.3091,-0.0055,-0.0124
150536,,,
150537,0.2635,0.4855,1.1264
150538,0.0233,0.002,0.0198
150539,-0.0602,-0.0275,-0.0446
150540,,,
150541,,,
150542,,,
150543,,,
150544,,,
150545,,,
150546,,,
150547,,,
150548,,,
150549,,,
150550,,,
150551,,,
150552,,,
150553,0.357,0.6852,2.9853
150554,,,
150555,,,
150556,,,
150557,,,
150558,,,
150559,0.7047,0.8173,1.932
150560,-0.0939,0.0092,0.1701
150561,,,
150562,,,
150563,,,
150564,,,
150565,0.0231,0.0724,1.7826
150566,,,
150567,,,
150568,0.0071,0.0016,0.0177
150569,,,
150570,,,
150571,,,
150572,,,
150573,,,
150574,,,
150575,0.0085,0.0089,0.0357
150576,,,
150577,0.0532,0.1919,1.2482
150578,,,
150579,,,
150580,,,
150581,,,
150582,,,
150583,-0.0062,0.0095,0.2225
150584,,,
150585,,,
150586,0.0862,0.0158,0.242
150587,,,
150588,,,
150589,,,
150590,,,
150591,,,
150592,,,
150593,-0.0217,0.0201,0.0358
150594,0.0373,0.0415,0.3453
150595,,,
150596,0.1978,1.2857,2.0366
150597,0.1533,0.3561,0.3634
150598,,,
150599,0.0146,0.0058,0.4738
150600,,,
150601,,,
150602,-0.1997,-0.4304,-0.8574
150603,0.0444,0.0938,0.2385
150604,,,
150605,,,
150606,,,
150607,0.0323,0.0996,1.5652
150608,-0.0409,0.0006,0.0862
150609,,-0.0718,-0.0743
150610,0.0072,0.0001,0.0014
150611,,,
150612,0.0079,0.0475,0.0593
150613,,,
150614,,,
150615,0.0303,0.0355,0.1127
150616,0.0738,0.0167,0.0807
150617,,,
150618,,,
150619,0.0253,0.0096,0.0115
150620,,,
150621,,,
150622,0.061,0.2375,1.7771
150623,,,
150624,,,
150625,0.1683,0.2552,0.3791
150626,,,
150627,,,
150628,0.0696,0.001,0.0054
150629,,,
150630,,,
150631,0.0111,0.0001,0.0019
150632,,,
150633,,,
150634,0.0486,0.0608,0.2364
150635,0.0646,0.0872,1.3107
150636,0.1692,0.0002,0.0035
150637,0.0797,0.0033,
150638,,,
150639,,,
150640,,,
150641,0.1455,0.0004,0.0129
150642,,,
150643,,,
150644,,,
150645,,,
150646,0.047,-0.0474,-0.2058
150647,0.1986,0.322,1.0951
150648,,,
150649,,,
150650,,,
150651,,,
150652,,,
150653,0.1008,0.2013,1.1538
150654,,,
150655,0.0227,0.04,0.0793
150656,0.13,0.0091,0.0101
150657,,,
150658,,,
150659,,,
150660,0.0046,0.0009,0.0048
150661,,,
150662,,,
150663,,,
150664,,,
150665,,,
150666,,,
150667,,,
150668,,,
150669,,,
150670,,,
150671,,,
150672,0.1709,0.4077,2.0693
150673,,,
150674,,,
150675,,,
150676,,,
150677,,,
150678,,,
150679,0.1369,0.2581,1.2466
150680,,,
150681,,,
150682,0.0159,0.0068,0.0237
150683,,,
150684,,,
150685,,,
150686,,,
150687,,,
150688,,,
150689,,,
150690,,,
150691,,,
150692,,,
150693,0.0506,-0.0234,-0.0242
150694,,,
150695,,,
150696,-0.7145,-0.7547,0.5315
150697,,,
150698,,,
150699,,,
150700,,,
150701,,,
150702,,,
150703,,,
150704,,,
150705,,,
150706,-0.0833,0.1831,0.866
150707,,,
150708,-0.229,0.1617,1.5708
150709,,,
150710,0.344,0.3901,0.5042
150711,0.1056,0.0486,0.9377
150712,,,
150713,,,
150714,,,
150715,0.907,1.9427,1.9567
150716,,,
150717,,,
150718,,,
150719,,,
150720,,,
150721,,,
150722,-0.0096,,
150723,,,
150724,,,
150725,,,
150726,,,
150727,,,
150728,,,
150729,,,
150730,,-0.1378,-0.9065
150731,,,
150732,-0.0104,0.0025,0.0155
150733,,,
150734,,,
150735,,,
150736,,,
150737,,,
150738,0.216,0.8206,0.8623
150739,0.0687,0.3327,0.8517
150740,,,
150741,,,
150742,,,
150743,,,
150744,,,
150745,0.14,,
150746,0.0256,0.0115,0.0148
150747,,,
150748,0.1158,0.2392,2.0
150749,,,
150750,,,
150751,,,
150752,,,
150753,0.001,0.0267,-1.3714
150754,,,
150755,,-0.0015,1.3924
150756,,,
150757,,,
150758,,,
150759,,,
150760,,,
150761,,,
150762,,,
150763,,,
150764,,,
150765,,,
150766,,,
150767,,,
150768,,,
150769,,,
150770,,,
150771,,,
150772,,,
150773,0.0352,0.0119,-0.4392
150774,,,
150775,,,
150776,,,
150777,,,
150778,,-2.2284,2.0137
150779,,,
150780,,,
150781,,,
150782,,,
150783,,,
150784,,,
150785,-0.3707,-0.8683,-1.3088
150786,,,
150787,,,
150788,,,
150789,,,
150790,,,
150791,,,
150792,,,
150793,0.0717,0.0922,0.0988
150794,-0.1924,-0.0007,-0.0008
150795,,,
150796,,,
150797,0.3579,-0.0012,-0.039
150798,,,
150799,,,
150800,,,
150801,,-1.8462,0.5455
150802,,,
150803,,,
150804,,,
150805,,,
150806,,,
150807,,,
150808,,,
150809,,,
150810,,,
150811,,,
150812,,,
150813,,,
150814,0.3007,1.2031,2.3259
150815,,,
150816,,,
150817,0.001,0.0033,1.7872
150818,,,
150819,,,
150820,0.0147,,
150821,,,
150822,0.0814,0.0083,0.0098
150823,,,
150824,,,
150825,,,
150826,,,
150827,,,
150828,,,
150829,,,
150830,,,
150831,,,
150832,,,
150833,,,
150834,,,
150835,,,
150836,,,
150837,,,
150838,,,
150839,,,
150840,0.1135,0.0002,0.0057
150841,,,
150842,,,
150843,0.0257,0.1744,0.1765
150844,-0.4284,-0.1512,-0.1593
150845,,,
150846,,,
150847,,,
150848,,,
150849,,,
150850,,,
150851,,,
150852,0.4295,0.6666,1.9997
150853,0.0994,0.0396,0.4798
150854,,,
150855,,,
150856,,,
150857,,,
150858,,,
150859,,,
150860,,,
150861,0.0073,0.0164,2.0
150862,,,
150863,,,
150864,,,
150865,,,
150866,0.0232,0.0889,1.1917
150867,,,
150868,,,
150869,,,
150870,,,
150871,,,
150872,,,
150873,0.0718,0.1072,0.3496
150874,,,
150875,,,
150876,,,
150877,,,
150878,,,
150879,,,
150880,,,
150881,,,
150882,,,
150883,,,
150884,,,
150885,,,
150886,,,
150887,0.1131,0.0204,-0.2745
150888,0.0381,0.0158,-0.1224
150889,,,
150890,,,
150891,,,
150892,,,
150893,-0.4602,0.2638,-3.5482
150894,0.0426,0.1113,-5.8095
150895,,,
150896,0.0752,0.1308,0.4247
150897,,,
150898,,,
150899,0.0133,0.0187,7.5556
150900,,,
150901,,,
150902,,,
150903,,,
150904,,,
150905,0.0389,-0.066,0.6486
150906,,,
150907,0.0062,0.0051,0.0125
150908,,,
150909,,,
150910,,,
150911,,,
150912,,,
150913,0.1194,0.0595,1.5864
150914,,,
150915,,,
150916,,,
150917,,,
150918,,,
150919,,,
150920,,,
150921,,,
150922,-0.1216,0.083,0.7192
150923,,,
150924,,,
150925,,,
150926,,,
150927,0.9467,0.9736,0.9736
150928,,,
150929,0.5674,0.6427,0.6704
150930,-0.2128,0.0013,0.003
150931,,,
150932,,,
150933,,,
150934,0.769,0.7044,0.7206
150935,,,
150936,,,
150937,,,
150938,,,
150939,0.0597,0.0336,0.2103
150940,,,
150941,,,
150942,,,
150943,,,
150944,,,
150945,,,
150946,,,
150947,,,
150948,,,
150949,,,
150950,,,
150951,0.3638,1.4402,2.4915
150952,,,
150953,0.0834,0.1824,0.2992
150954,,,
150955,,,
150956,,,
150957,,,
150958,,,
150959,-0.6078,-0.2304,1.3415
150960,0.1366,0.0374,0.2077
150961,,,
150962,0.0746,0.3263,1.8543
150963,,,
150964,,,
150965,0.225,0.947,2.5283
150966,,,
150967,,,
150968,,,
150969,,,
150970,,,
150971,,,
150972,0.0966,0.0015,0.0044
150973,,,
150974,,,
150975,,,
150976,,,
150977,,,
150978,,,
150979,0.66,2.9333,3.5332
150980,0.0533,0.3179,3.0463
150981,0.0258,0.1718,6.2727
150982,0.0562,0.0445,0.0886
150983,,,
150984,0.1003,0.4,0.9091
150985,,,
150986,,,
150987,,,
150988,,,
150989,,,
150990,,-2.7692,0.5581
150991,,,
150992,0.0851,0.0837,0.2011
150993,,,
150994,,,
150995,,,
150996,,,
150997,0.0488,0.0204,0.1777
150998,,,
150999,,,
151000,,,
151001,,,
151002,,,
151003,,,
151004,,,
151005,,,
151006,,,
151007,-0.1059,-0.1833,-0.4888
151008,,-0.0039,-0.0083
151009,,,
151010,0.0598,0.0264,0.0959
151011,,,
151012,,,
151013,0.0341,0.0675,0.2982
151014,,,
151015,,,
151016,,,
151017,0.1898,0.0498,0.05
151018,,,
151019,,,
151020,0.3478,0.4319,1.2941
151021,,,
151022,,,
151023,,,
151024,0.1032,0.0597,0.0785
151025,,,
151026,,,
151027,,,
151028,,,
151029,,,
151030,,,
151031,,,
151032,,,
151033,0.0007,-0.0144,-0.0195
151034,0.0211,0.0553,0.1908
151035,-0.0209,0.0017,0.0022
151036,0.0449,0.0037,0.01
151037,,,
151038,,,
151039,,,
151040,0.4246,0.6579,1.9424
151041,0.0178,0.0003,0.001
151042,,,
151043,,,
151044,,,
151045,,-0.8045,2.0906
151046,,,
151047,,,
151048,0.0295,0.0035,0.0036
151049,0.0659,0.2573,0.6027
151050,,,
151051,,,
151052,,,
151053,,,
151054,,,
151055,0.0214,0.0124,-0.0006
151056,,,
151057,,,
151058,,,
151059,0.006,0.0005,0.1818
151060,,,
151061,0.1878,1.8993,1.9576
151062,,,
151063,,,
151064,0.0065,0.0188,0.3424
151065,0.0042,0.0003,0.0845
151066,-0.0427,0.001,0.007
151067,0.0886,0.2127,0.9953
151068,,,
151069,,,
151070,,,
151071,,,
151072,,0.0097,0.0488
151073,0.0109,0.0397,0.6043
151074,0.0746,0.0041,0.1718
151075,,,
151076,,,
151077,,,
151078,,,
151079,-0.0799,0.0071,0.0246
151080,0.0456,0.0394,0.0941
151081,,,
151082,,,
151083,0.5506,0.0164,0.0177
151084,,,
151085,,,
151086,,,
151087,,,
151088,,,
151089,0.6966,0.118,1.4992
151090,,,
151091,,,
151092,,,
151093,,,
151094,,,
151095,,,
151096,,,
151097,,,
151098,-0.3333,-0.7586,0.0025
151099,,,
151100,,,
151101,,,
151102,0.1751,0.1656,0.2324
151103,,,
151104,,,
151105,,,
151106,,,
151107,0.0207,0.2023,1.6834
151108,,,
151109,,,
151110,0.0106,0.0101,1.187
151111,,,
151112,,,
151113,,,
151114,,,
151115,,,
151116,,-0.0008,-0.0008
151117,,,
151118,0.0556,0.3542,2.4875
151119,,,
151120,0.7913,1.5572,2.0025
151121,,,
151122,,,
151123,,,
151124,,,
151125,,,
151126,,,
151127,,,
151128,,,
151129,,,
151130,,,
151131,0.0902,0.0726,0.0733
151132,0.0347,0.0253,0.214
151133,,,
151134,,,
151135,0.0219,0.0057,0.0291
151136,,,
151137,,,
151138,,,
151139,0.185,0.2306,0.2475
151140,,,
151141,,,
151142,,,
151143,,,
151144,,,
151145,,,
151146,,,
151147,,,
151148,,,
151149,,,
151150,,,
151151,0.2669,1.4175,2.1045
151152,,,
151153,,,
151154,,,
151155,,,
151156,,,
151157,,,
151158,,,
151159,0.0453,0.0288,0.3819
151160,,-0.0546,0.0283
151161,,,
151162,,,
151163,,,
151164,,,
151165,,,
151166,0.082,0.1766,0.1791
151167,,,
151168,0.0501,0.05,1.1111
151169,0.2469,0.9051,1.9963
151170,,,
151171,,,
151172,,,
151173,,,
151174,0.1697,0.1586,0.2885
151175,,,
151176,,,
151177,0.0761,0.0697,0.0966
151178,,,
151179,,,
151180,0.0098,0.0236,0.1848
151181,0.0095,0.012,0.1342
151182,,,
151183,0.1265,0.0002,0.0027
151184,,,
151185,,,
151186,,,
151187,,,
151188,,,
151189,,,
151190,,,
151191,,,
151192,,,
151193,0.0685,0.0472,0.6639
151194,,,
151195,,,
151196,,,
151197,,,
151198,,,
151199,,,
151200,,,
151201,,,
151202,0.0348,0.0412,0.0565
151203,,,
151204,,,
151205,,,
151206,-0.0128,-0.0272,-0.6261
151207,,,
151208,0.0199,0.0001,0.0011
151209,0.1128,0.4759,1.3655
151210,,,
151211,,,
151212,,,
151213,,,
151214,,,
151215,,,
151216,,,
151217,,,
151218,0.0152,0.0197,0.2986
151219,,,
151220,,,
151221,,,
151222,,,
151223,,,
151224,,,
151225,,,
151226,0.1981,0.1162,0.8137
151227,,-0.0284,-0.0286
151228,0.168,0.257,0.3765
151229,,,
151230,,,
151231,,,
151232,-0.0566,-0.0288,-0.1521
151233,,,
151234,,,
151235,0.3085,0.5063,0.5252
151236,,,
151237,,,
151238,0.4401,0.4226,0.5568
151239,0.0678,0.0624,0.4442
151240,0.0209,0.0522,0.0532
151241,,,
151242,,,
151243,0.1692,0.9727,1.9029
151244,,,
151245,,,
151246,,,
151247,,,
151248,0.0037,0.004,-0.1472
151249,,,
151250,,,
151251,,,
151252,,,
151253,,,
151254,,,
151255,-0.0007,-0.0133,0.6047
151256,,,
151257,,,
151258,,,
151259,,,
151260,,,
151261,,,
151262,,,
151263,,,
151264,,,
151265,,,
151266,,,
151267,,,
151268,,,
151269,,,
151270,,,
151271,-0.2931,-0.1682,-0.4466
151272,,,
151273,-0.0199,0.0293,0.6517
151274,,,
151275,0.0355,0.0461,0.8901
151276,,,
151277,,,
151278,,,
151279,,,
151280,,,
151281,,,
151282,,,
151283,-0.2177,-0.2162,-0.2941
151284,,,
151285,0.0276,0.0094,4.9375
151286,,,
151287,,,
151288,,,
151289,,,
151290,,,
151291,,,
151292,,,
151293,0.1224,0.2609,1.4401
151294,0.367,-0.0425,-0.0449
151295,-0.0526,-0.0729,-4.4545
151296,,,
151297,,,
151298,,,
151299,,,
151300,,,
151301,0.1355,0.9621,1.3913
151302,,,
151303,0.0148,0.0824,0.2727
151304,,,
151305,,,
151306,,,
151307,,,
151308,,,
151309,,,
151310,,,
151311,,,
151312,-0.9301,0.0045,-0.0053
151313,-0.1938,-0.4069,1.1531
151314,,,
151315,,,
151316,0.0802,0.0098,0.022
151317,,,
151318,,,
151319,,,
151320,,,
151321,,,
151322,,,
151323,0.0208,0.0042,-0.0658
151324,0.0569,0.1683,1.9474
151325,,,
151326,,,
151327,,,
151328,0.0181,0.068,0.2693
151329,,,
151330,,,
151331,,,
151332,,,
151333,0.0162,0.0006,0.002
151334,,,
151335,,,
151336,,,
151337,,,
151338,,,
151339,,,
151340,,,
151341,,,
151342,,,
151343,0.8922,0.912,23.5451
151344,,,
151345,,,
151346,,,
151347,,,
151348,,,
151349,0.0296,0.0561,0.2135
151350,,,
151351,0.0532,0.0232,0.0232
151352,,,
151353,,,
151354,-0.1413,0.0023,0.0058
151355,,,
151356,,,
151357,0.0156,0.0286,0.1789
151358,,,
151359,,,
151360,,,
151361,,,
151362,,,
151363,,,
151364,0.2419,0.1592,0.1603
151365,,,
151366,,,
151367,,,
151368,0.0745,0.0327,0.0338
151369,,,
151370,0.0522,0.0421,0.0649
151371,,,
151372,,,
151373,,,
151374,,,
151375,,,
151376,0.0374,1.422,1.9421
151377,,,
151378,,,
151379,0.1118,0.0166,0.0698
151380,,,
151381,,,
151382,,,
151383,,,
151384,,,
151385,,,
151386,,,
151387,,,
151388,,,
151389,0.202,0.1456,0.1537
151390,0.0239,0.232,0.8118
151391,,,
151392,,,
151393,,,
151394,,-2.9091,0.2105
151395,,,
151396,,,
151397,,,
151398,,,
151399,,,
151400,0.0266,0.0052,0.0104
151401,,,
151402,,,
151403,,,
151404,,,
151405,,,
151406,0.256,0.2526,0.5548
151407,,,
151408,,,
151409,0.0759,0.0999,0.8314
151410,0.5041,0.2305,0.2916
151411,,,
151412,0.0063,0.006,-0.0162
151413,,,
151414,0.217,0.5187,0.6821
151415,,,
151416,,,
151417,,,
151418,0.0237,0.0109,0.3152
151419,,,
151420,,,
151421,,,
151422,0.0081,0.0078,0.1354
151423,0.0489,1.1304,1.4444
151424,0.7108,3.0597,3.1689
151425,0.0016,0.0002,0.0056
151426,,,
151427,,,
151428,,,
151429,,,
151430,,,
151431,0.0844,0.337,1.4408
151432,,,
151433,,,
151434,0.1053,0.7,0.8
151435,,,
151436,,,
151437,,,
151438,0.4102,0.0483,0.0795
151439,,,
151440,,,
151441,,,
151442,,,
151443,,,
151444,0.1763,0.9501,1.7793
151445,,,
151446,,,
151447,,,
151448,,,
151449,,-0.0259,-0.1765
151450,,,
151451,,,
151452,,,
151453,,,
151454,,,
151455,,,
151456,-0.0129,0.0072,0.1057
151457,,,
151458,,,
151459,0.554,1.9293,2.3496
151460,,,
151461,,,
151462,,,
151463,,-0.0775,-0.0852
151464,,,
151465,,,
151466,,,
151467,,,
151468,,,
151469,,,
151470,,,
151471,,,
151472,,,
151473,,,
151474,0.0981,0.1046,0.3235
151475,,,
151476,,,
151477,0.0432,0.0523,0.2162
151478,0.8028,0.6322,0.6506
151479,,,
151480,0.0323,0.048,0.089
151481,,,
151482,,,
151483,,,
151484,,,
151485,,,
151486,0.0454,0.1828,1.9231
151487,,,
151488,0.0612,0.0443,-5.4815
151489,,,
151490,0.045,0.0692,0.3073
151491,0.0792,0.1065,0.5742
151492,,,
151493,,,
151494,-0.25,-0.1,-0.1
151495,0.0044,0.0047,1.7588
151496,,,
151497,,,
151498,,-0.9038,-4.3977
151499,,,
151500,,,
151501,,,
151502,0.0568,0.2222,0.2222
151503,,,
151504,,,
151505,,,
151506,,,
151507,,,
151508,,,
151509,,,
151510,,,
151511,,,
151512,,,
151513,,,
151514,,,
151515,,,
151516,,,
151517,,,
151518,,,
151519,,,
151520,0.8168,1.8217,1.942
151521,,,
151522,,,
151523,,,
151524,,,
151525,,,
151526,,,
151527,0.226,0.5587,0.806
151528,,,
151529,0.8089,2.0962,2.9061
151530,,,
151531,,,
151532,,,
151533,,,
151534,,,
151535,0.0189,0.0025,0.0559
151536,,,
151537,0.189,0.6606,1.3333
151538,-0.0656,0.0153,0.2906
151539,,,
151540,,,
151541,0.0198,0.0437,0.5701
151542,,,
151543,,,
151544,0.088,0.6186,1.9902
151545,0.0293,0.0147,0.035
151546,,,
151547,0.0484,0.1778,0.1798
151548,,,
151549,,,
151550,,,
151551,,,
151552,,,
151553,,,
151554,,,
151555,0.2472,0.5223,1.8
151556,,,
151557,,,
151558,,,
151559,,,
151560,0.0017,1.6,1.6
151561,,,
151562,,,
151563,,,
151564,,,
