,Период погашения кредиторской задолженности,Период оборота запасов,Период погашения дебиторской задолженности,Период оборота основных средств,Период оборота активов
68557,,,,,
68558,,,,,
68559,,,,,
68560,29.33,2.0,8.0,,13.0
68561,,,,,
68562,,,,,
68563,,,,,
68564,,,,,
68565,,,,,
68566,,,,,
68567,,,,,
68568,,,,,
68569,,,,,
68570,352.0,,99.0,,100.0
68571,,,,,
68572,,,,,
68573,,,,,
68574,99.29,106.5,23.0,,133.0
68575,,,,,
68576,,,,,
68577,,,,,
68578,,,,,
68579,,,,,
68580,,,,,
68581,,,,,
68582,128.06,,132.0,,134.0
68583,,,,,
68584,,,,,
68585,,,,,
68586,,,,,
68587,,,,,
68588,985.13,1114.8,160.0,,1278.0
68589,,,,,
68590,,,,,
68591,,,,,
68592,,,,,
68593,4.39,,53.0,,72.0
68594,,,,,
68595,,,,,
68596,,,,,
68597,,,,,
68598,,,,,
68599,74.98,,37.0,,87.0
68600,,,,,
68601,,,,,
68602,,,,,
68603,,,,,
68604,67.04,,44.0,,64.0
68605,,,,,
68606,,,,,
68607,199.28,13.7,235.0,,271.0
68608,,,,,
68609,297.76,,299.0,0.1,307.0
68610,,,,,
68611,,,,,
68612,,,,,
68613,,,,,
68614,,,,,
68615,,,,,
68616,,,,,
68617,,,,,
68618,,,,,
68619,91.34,,141.0,2.5,151.0
68620,,,,,
68621,,,,,
68622,,,,,
68623,,,,,
68624,,,,,
68625,,,,,
68626,,,,,
68627,,,,,
68628,,,,,
68629,260.58,0.4,170.0,,260.0
68630,,,,,
68631,,,,,
68632,,,,,
68633,,,,,
68634,,,,,
68635,,,,,
68636,1056.54,1487.7,19.0,,1549.0
68637,,,,,
68638,,,,,
68639,,,,,
68640,20.68,0.2,20.0,,28.0
68641,,,,,
68642,,,,,
68643,40.74,1.5,62.0,1.1,113.0
68644,331.05,2.1,241.0,65.9,323.0
68645,,,,,
68646,,,,,
68647,,,,,
68648,,,,,
68649,,,,,
68650,,,,,
68651,,,,,
68652,,,,,
68653,108.96,52.6,87.0,,189.0
68654,77.03,0.1,64.0,23.8,94.0
68655,,,,,
68656,,,,,
68657,35.56,0.1,49.0,,49.0
68658,,,,,
68659,,,,,
68660,,,,,
68661,,,,,
68662,,,,,
68663,,,,,
68664,,,,,
68665,,,,,
68666,107.08,,101.0,,114.0
68667,,,,,
68668,,,,,
68669,,,,,
68670,,,,,
68671,66.63,,84.0,,534.0
68672,,,,,
68673,,,,,
68674,,,,,
68675,,,,,
68676,,,,,
68677,,,,,
68678,,,,,
68679,,,,,
68680,314.77,422.2,28.0,,684.0
68681,,,,,
68682,,,,,
68683,,2.4,70.0,0.3,560.0
68684,,,,,
68685,,,,,
68686,,,,,
68687,,,,,
68688,,,,,
68689,,,,,
68690,,,,,
68691,19.06,41.0,40.0,,97.0
68692,,,,,
68693,,,,,
68694,27.91,2.0,133.0,,177.0
68695,,,,,
68696,1170.93,,,,
68697,,,1.0,,16.0
68698,,,,,
68699,97.54,73.6,34.0,72.7,184.0
68700,186.91,,145.0,,198.0
68701,163.0,,142.0,,160.0
68702,0.97,0.7,1.0,,2.0
68703,82.85,0.1,53.0,,82.0
68704,,,,,
68705,433.91,,432.0,,445.0
68706,,,,,
68707,,,,,
68708,,,,,
68709,,,,,
68710,,,,,
68711,,,,,
68712,,,,,
68713,,,,,
68714,,,,,
68715,,,,,
68716,,,,,
68717,93.86,3.0,234.0,3.4,241.0
68718,,,,,
68719,,,,,
68720,,,,,
68721,,,,,
68722,12.53,,122.0,9.9,152.0
68723,33.46,3.9,36.0,,94.0
68724,,,,,
68725,,,,,
68726,,,,,
68727,41.0,21.4,14.0,0.7,41.0
68728,,,,,
68729,,,,,
68730,,,,,
68731,,,,,
68732,,,,,
68733,,,,,
68734,,,,,
68735,,,,,
68736,14.17,0.1,11.0,5.1,33.0
68737,,,,,
68738,,,,,
68739,,,,,
68740,,,,,
68741,,,,,
68742,,,,,
68743,,,,,
68744,59.14,,53.0,,74.0
68745,,,,,
68746,36.83,7.6,52.0,88.2,151.0
68747,,,,,
68748,48.84,,,,18.0
68749,,,,,
68750,,,,,
68751,468.6,129.3,766.0,0.2,914.0
68752,,,,,
68753,172.46,70.5,190.0,,263.0
68754,194.32,,24.0,,225.0
68755,,,,,
68756,,,,,
68757,17.77,,110.0,,116.0
68758,,,,,
68759,,,,,
68760,18.28,25.2,25.0,7.3,62.0
68761,,,,,
68762,,,,,
68763,,,,,
68764,,,,,
68765,,,,,
68766,,,,,
68767,,,,,
68768,,,,,
68769,,,,,
68770,,,,,
68771,,,,,
68772,,,,,
68773,,,,,
68774,,,,,
68775,673881.25,,,,
68776,,,,,
68777,,,,,
68778,,,,,
68779,,,,,
68780,48.95,25.8,17.0,1.3,50.0
68781,,,,,
68782,,,,,
68783,,,,,
68784,,,,,
68785,,,,,
68786,,,,,
68787,88.09,1.2,86.0,,92.0
68788,72.39,,101.0,,171.0
68789,,,,,
68790,,,,,
68791,54.51,106.2,6.0,,125.0
68792,,,,,
68793,,,,,
68794,,,,,
68795,,,,,
68796,,,,,
68797,41.87,,24.0,0.2,55.0
68798,,,,,
68799,,,,,
68800,,,,,
68801,,,,,
68802,,,,,
68803,,,,,
68804,,,,,
68805,,,,,
68806,,,,,
68807,,,,,
68808,,,,,
68809,218.18,280.0,548.0,,841.0
68810,,,,,
68811,,,,,
68812,,,,,
68813,,,,,
68814,,,,,
68815,,,,,
68816,,,,,
68817,,,,,
68818,,,,,
68819,,,,,
68820,,,,,
68821,,,,,
68822,73.78,3.5,148.0,,166.0
68823,,,,,
68824,,,,,
68825,,,,,
68826,,,,,
68827,,,60298.0,,60700.0
68828,,,,,
68829,,,,,
68830,725.4,153.1,381.0,,536.0
68831,,,,,
68832,15.27,135.1,31.0,1.0,277.0
68833,,,,,
68834,,,,,
68835,,,,,
68836,,,,,
68837,,,,,
68838,,,,,
68839,,,,,
68840,,,,,
68841,,,,,
68842,42.85,,18.0,,46.0
68843,,,,,
68844,,,,,
68845,57.29,1.7,62.0,,78.0
68846,14235.0,1778.5,18001.0,,20367.0
68847,,,,,
68848,,,,,
68849,,,,,
68850,,,,,
68851,,,,,
68852,,26378.3,10557.0,,40964.0
68853,,,,,
68854,,,,,
68855,,,,,
68856,,,,,
68857,,,,,
68858,,,,,
68859,123.79,45.6,44.0,4.8,110.0
68860,113.53,126.0,36.0,,163.0
68861,,,,,
68862,20.44,,28.0,,33.0
68863,,,,,
68864,6.93,,1.0,,3.0
68865,,,,,
68866,91.61,1.4,9.0,,23.0
68867,,,,,
68868,,,,,
68869,,,,,
68870,,,,,
68871,,,,,
68872,,,,,
68873,,,,,
68874,,,,,
68875,,,,,
68876,,,,,
68877,,,,,
68878,,,,,
68879,,,,,
68880,,,,,
68881,,,,,
68882,,,,,
68883,,,,,
68884,12.7,,84.0,,96.0
68885,,,,74.1,235.0
68886,101.57,1.1,120.0,,140.0
68887,,,,,
68888,,,,,
68889,,,,,
68890,,,509.0,,511.0
68891,,,,,
68892,,,,,
68893,8.82,1.0,7.0,,10.0
68894,,,,,
68895,14046.74,3004.7,1758.0,,4823.0
68896,,,,,
68897,,,,,
68898,,,,,
68899,1435.36,,1436.0,,1436.0
68900,,,,,
68901,,,,,
68902,,,,,
68903,23.26,,40.0,,46.0
68904,3.18,2.2,36.0,,60.0
68905,10.27,0.8,6.0,,57.0
68906,,,,,
68907,,,,,
68908,,,,,
68909,,,,,
68910,28.12,,29.0,0.5,36.0
68911,,,34.0,,38.0
68912,127.75,29.6,22.0,0.1,57.0
68913,,,,,
68914,,,,,
68915,,,,,
68916,,,,,
68917,,,,,
68918,,,,,
68919,,,,,
68920,,,49.0,,49.0
68921,,,,,
68922,,,,,
68923,4.36,0.5,11.0,,34.0
68924,,,,,
68925,,,,,
68926,3.92,,,,
68927,,,,,
68928,,,,,
68929,,,,,
68930,84.01,3.9,59.0,20.3,131.0
68931,,,,,
68932,,,,,
68933,,,,,
68934,,,,,
68935,38792.66,,,,
68936,,,,,
68937,,,,,
68938,,,,,
68939,,,,,
68940,,,,,
68941,,,,,
68942,,,,,
68943,181.63,54.1,84.0,5.3,169.0
68944,,,,,
68945,5.42,,904.0,,907.0
68946,,,,,
68947,,,,,
68948,60.05,,61.0,31.0,123.0
68949,,,,,
68950,,,,,
68951,,,,,
68952,201.54,68.9,52.0,11.8,142.0
68953,79304.55,3210.0,1493.0,75.0,5400.0
68954,,,,,
68955,,,,,
68956,,,,,
68957,,,,,
68958,,,,,
68959,469.95,,120.0,,124.0
68960,,,,,
68961,,,,,
68962,,,,,
68963,,,,,
68964,,,,,
68965,,,,,
68966,29.52,,26.0,0.8,27.0
68967,,,,,
68968,154.7,17.9,155.0,,173.0
68969,16.4,2.7,25.0,,107.0
68970,67.99,2.6,37.0,9.2,100.0
68971,,,,,
68972,,615.8,1052.0,94.4,1792.0
68973,,,,,
68974,30.9,,120.0,,121.0
68975,,,,,
68976,,,,,
68977,,,60.0,,83.0
68978,22.94,1.9,1176.0,,1205.0
68979,,,,,
68980,450.87,166.2,247.0,7.2,425.0
68981,,,,,
68982,,,,,
68983,,,,,
68984,,,,,
68985,,,,,
68986,,,,,
68987,,,,,
68988,,,,,
68989,,,,,
68990,,,,,
68991,,,,,
68992,,,,,
68993,,,,,
68994,27.08,,23.0,,42.0
68995,,,,,
68996,,,,,
68997,,,,,
68998,34963.14,,,,
68999,,,,,
69000,,,,,
69001,,,,,
69002,1353.41,226.9,1157.0,5.7,1404.0
69003,,,,1368.8,3194.0
69004,,,,,
69005,1580.24,,,,
69006,,,,,
69007,16.12,,85.0,,91.0
69008,,,,,
69009,,,,,
69010,,,,,
69011,,,,,
69012,87.6,277.0,85.0,,370.0
69013,,,,,
69014,,,,,
69015,,,,,
69016,67.22,,53.0,,69.0
69017,,,,,
69018,,,,,
69019,15.08,,1979.0,1618.7,3598.0
69020,,,,,
69021,,,,,
69022,,,,,
69023,,,,,
69024,,,,,
69025,,,,,
69026,184.25,0.6,189.0,,191.0
69027,,,,,
69028,,,,,
69029,,,,,
69030,,,,,
69031,1267.01,,1267.0,,1267.0
69032,,,,,
69033,,,,,
69034,,,,,
69035,11.32,1.4,12.0,,88.0
69036,,,,,
69037,,,,,
69038,,,,,
69039,,,,,
69040,,,,,
69041,,,,,
69042,,,,,
69043,,,,,
69044,,,,,
69045,456.84,47.9,295.0,83.2,456.0
69046,346.55,0.2,344.0,,384.0
69047,,,,,
69048,,,,,
69049,,,,,
69050,,,,,
69051,55.95,1.0,96.0,16.8,168.0
69052,,,,,
69053,,,,,
69054,,,,,
69055,180.5,,164.0,,173.0
69056,,,,,
69057,,,,,
69058,,,,,
69059,224.09,,221.0,,221.0
69060,50.55,24.4,28.0,,59.0
69061,,,,,
69062,4.85,62.8,27.0,,93.0
69063,1108.56,,1109.0,,1109.0
69064,,,,,
69065,,,,,
69066,,,,,
69067,,,,,
69068,12.39,,212.0,,294.0
69069,,,,,
69070,109.97,,123.0,,211.0
69071,,,,,
69072,,,,,
69073,,,,,46.0
69074,,,,,
69075,,,,,
69076,,,,,52.0
69077,,,,,
69078,,,,,
69079,,,,,
69080,,,,,
69081,,,,,
69082,,,,,
69083,,,,,
69084,170.88,39.8,202.0,46.9,348.0
69085,,,,,
69086,,,,,
69087,,,,,
69088,,,,,
69089,17.41,1.4,25.0,,36.0
69090,,,,,
69091,,,,,
69092,,,,,
69093,3749.55,,,,
69094,13.72,15.0,10.0,,35.0
69095,,,,,
69096,11.0,15.4,5.0,,25.0
69097,,,,,
69098,,,,,
69099,,,,,
69100,1.45,5.8,12.0,,25.0
69101,,,,,
69102,,,,,
69103,,,,,
69104,,,8.0,,19.0
69105,,,,,
69106,,,,,
69107,,,,,
69108,,,,,
69109,196.28,610.4,2310.0,,2985.0
69110,441.93,,229.0,,312.0
69111,112.2,,101.0,0.8,118.0
69112,,,,,
69113,1246.93,45.6,13746.0,,16281.0
69114,,,,,
69115,13.74,98.6,23.0,,125.0
69116,,,,,
69117,11791.34,,,,
69118,,,,,
69119,,,,,
69120,82.28,74.4,26.0,15.2,131.0
69121,,,,,
69122,,,,,
69123,54.37,7.5,38.0,3.7,90.0
69124,,,,,
69125,,,,,
69126,,,,,
69127,,,,,
69128,,,,,
69129,,,,,
69130,,,,,
69131,9.38,7.4,,,60.0
69132,,,,,
69133,,,,,
69134,52.96,2.2,31.0,1.6,56.0
69135,146.49,,140.0,,146.0
69136,,,,,
69137,,,,,
69138,,,,,
69139,,,,,
69140,,,,,
69141,92.49,24.8,63.0,81.9,174.0
69142,,,,,
69143,,,,,
69144,258.51,0.1,202.0,25.7,272.0
69145,,2.6,53.0,,145.0
69146,,,,,
69147,,,,,
69148,405.74,0.7,843.0,6.7,1071.0
69149,,,,,
69150,194.53,151.6,36.0,15.3,226.0
69151,,,,,
69152,3.77,,131.0,,170.0
69153,,,,,
69154,,,,,
69155,,,,,
69156,,,,,
69157,,,159.0,,186.0
69158,72.74,0.9,56.0,0.7,81.0
69159,,,,,
69160,,,,,
69161,,,,,
69162,,,,,
69163,15.22,,10.0,3.7,20.0
69164,,,,,
69165,,,,,
69166,10.18,,46.0,,46.0
69167,,,,,
69168,2047.17,,4.0,,646.0
69169,,,,,
69170,,,,,
69171,,,,,
69172,,,,,
69173,,,,,
69174,,,,,
69175,,,,,
69176,,,,,
69177,,,,,
69178,9.83,9.5,10.0,1.3,22.0
69179,58.87,,157.0,,192.0
69180,,,,,
69181,,,,,
69182,,,,,
69183,83.73,14.7,108.0,40.9,207.0
69184,212.24,95.6,125.0,,241.0
69185,,,,,
69186,,,,,
69187,56.41,64.8,78.0,1.7,202.0
69188,,,,,
69189,,,,,
69190,,,,,
69191,,,,,
69192,,,,,
69193,67.19,1.7,16.0,,44.0
69194,,,,,
69195,34.15,0.8,80.0,,106.0
69196,33.43,,161.0,2.9,190.0
69197,,,,,
69198,,,,,
69199,,,,,
69200,,,,,
69201,,,,,
69202,33.35,,13.0,,36.0
69203,,,,,
69204,,,,,
69205,,,,,
69206,,,,,
69207,,,,,
69208,,,,,
69209,,,,,
69210,,,,,
69211,65.21,,165.0,,179.0
69212,,,,,
69213,204.35,,196.0,,197.0
69214,,,,,
69215,,,,,
69216,115.2,35.6,78.0,,114.0
69217,26.17,56.5,36.0,,97.0
69218,,,,,
69219,,,,,
69220,,,,,
69221,,,,,
69222,,,,,
69223,,,,,
69224,,,,,
69225,,,,,
69226,,,,,
69227,,,,,
69228,,,,,
69229,,,,,
69230,,,,,
69231,,,,,
69232,,,,,
69233,,,,,
69234,,,,,
69235,,,,,
69236,,,,,
69237,,,,,
69238,,,,,
69239,,,,,
69240,3.96,,,,5.0
69241,,,,,
69242,,,,,
69243,,,,,
69244,883.53,,,,
69245,,,,,
69246,,,,,
69247,5.53,3.9,1.0,,18.0
69248,31.94,6.3,23.0,16.7,67.0
69249,35.57,12.0,47.0,,72.0
69250,,,,,
69251,,,,,
69252,,,,,
69253,,,,,
69254,402.0,303.5,88.0,,403.0
69255,,,,,
69256,116.27,78.3,91.0,,177.0
69257,,,,,
69258,65.48,153.1,42.0,,197.0
69259,,,,,
69260,,,,,
69261,,,,,
69262,,,,,
69263,,,,,
69264,,,,,
69265,,,,,
69266,,,,,
69267,,,,,
69268,,,,,
69269,71.49,,60.0,,5360.0
69270,,,,,
69271,77.83,17.2,67.0,,103.0
69272,,,,,
69273,,,,,
69274,,,,,
69275,43.96,1896.7,411.0,2611.5,5814.0
69276,,,,,
69277,6728.92,640.2,6160.0,,6801.0
69278,,,,,
69279,,,,,
69280,,,,,
69281,,,,,
69282,149.92,11.4,131.0,,150.0
69283,,,,,
69284,,,,,
69285,,,,,
69286,,,,,
69287,467.95,,,,
69288,,,,,
69289,25.19,,25.0,,27.0
69290,,,,,
69291,,,,,
69292,,,,,
69293,270.59,3.1,22.0,21.9,94.0
69294,4.46,,25.0,,38.0
69295,,13.6,,,14.0
69296,,,,,
69297,,,,,
69298,38.49,,4.0,,23.0
69299,,,,,
69300,,,,,
69301,,,,,
69302,,,,,
69303,82.95,,122.0,,499.0
69304,,,,,
69305,,,,,
69306,439.99,490.5,392.0,17.9,920.0
69307,1733.94,,500.0,0.4,577.0
69308,,,,,
69309,22.6,,33.0,,60.0
69310,,,,,
69311,83.51,,146.0,,246.0
69312,,,,,
69313,,,,,
69314,,,,,
69315,,,,,
69316,,,,,
69317,8.47,,7.0,,8.0
69318,,,,,
69319,,,,,
69320,,,,,
69321,,,,,
69322,,,,,
69323,,,,,
69324,,,,,
69325,,,1460.0,,1533.0
69326,,,,,
69327,,,,,
69328,38.5,83.7,50.0,,185.0
69329,46.86,,1848.0,,1849.0
69330,,,,,
69331,,,,,
69332,,,,,
69333,,,,,
69334,,,,,
69335,,,,,
69336,,,,,
69337,,,,,
69338,,,,,
69339,,,,,
69340,,,,,
69341,,,,,
69342,,,,,
69343,,,,,
69344,,,,,
69345,,,,,
69346,,,,,
69347,,,,,
69348,,,,,
69349,,,,,
69350,,,,,
69351,,20.6,958.0,1766.1,5080.0
69352,,,,,
69353,,,,,
69354,,,,,
69355,,,,,
69356,,,,,
69357,193.24,,,,
69358,,,,,
69359,,,,,
69360,,,,,
69361,100.82,,,,457.0
69362,,,,,
69363,,,,,
69364,,,,,
69365,,,,,
69366,,,,,
69367,,,,,
69368,,,,,
69369,,,,,
69370,,,,,
69371,,,,,
69372,,,,,
69373,,,,,
69374,,,,,
69375,,,,,
69376,696.99,,893.0,,893.0
69377,,,,,
69378,,,,,
69379,,,,,
69380,,,,,
69381,,,,,
69382,,,,,
69383,,,,,
69384,,,,,
69385,42.6,8.0,275.0,6.1,296.0
69386,,,,,
69387,,,,,
69388,,,,,
69389,,,,,
69390,,,,,
69391,,,,,
69392,14.2,,,211.0,238.0
69393,,,,,
69394,,,,,
69395,,,,,
69396,,,,,
69397,9.41,10.1,7.0,,155.0
69398,2.3,,5.0,,204.0
69399,,,,,
69400,,,,,
69401,,,,,
69402,,,,,
69403,,,,,
69404,,,,,
69405,,,,,
69406,,,,,
69407,101.23,147.7,13.0,0.2,174.0
69408,,,,,
69409,,,,,
69410,,,,,
69411,,,,,
69412,,,,,
69413,,,,,
69414,,,,,
69415,,,,,
69416,,,,,
69417,24.31,75.1,25.0,5.7,106.0
69418,,,,,
69419,,,,,
69420,,,,,
69421,,,,,
69422,,,,,
69423,,,,,
69424,,,,,
69425,,,,,
69426,,,,,
69427,17.37,,5.0,,22.0
69428,,,,,
69429,,,,,
69430,,,,,
69431,60.95,,144.0,,183.0
69432,17.72,,2.0,,33.0
69433,,,,,
69434,,,,,
69435,,,,,
69436,,,,,
69437,1215.96,199.1,5609.0,6.5,5826.0
69438,,,,,
69439,,,,,
69440,,,1.0,,25.0
69441,,,,,
69442,111.68,55.6,67.0,,124.0
69443,,,,,
69444,,,,,
69445,,,,,
69446,,,,,
69447,,,,,
69448,,,,,
69449,16.43,,15.0,9.0,31.0
69450,,,,,
69451,,,,,
69452,97.49,,25.0,,81.0
69453,,,,,
69454,,,,,
69455,,,,,
69456,,,,,
69457,,,,,
69458,,,,,
69459,,,,,
69460,,,,,
69461,,,,,
69462,31.0,4.4,122.0,,129.0
69463,,,70.0,,131.0
69464,,,,,
69465,278.32,,126.0,1.1,216.0
69466,,,,,
69467,,,,,
69468,,,,,
69469,,,,,
69470,,,,,
69471,,,,,
69472,,,,,
69473,,,,,
69474,,,,,
69475,159.2,15.2,170.0,9.7,346.0
69476,,,,,
69477,,,,,
69478,,,,,
69479,,,,,
69480,,,,,
69481,,,,,
69482,,,,,
69483,,,,,
69484,,,,,
69485,,,,,
69486,,,,,
69487,,,,,
69488,,,,,
69489,,,,,
69490,,,,,
69491,,,,,
69492,6.9,,7.0,,7.0
69493,,,,,
69494,198.86,1.7,178.0,,182.0
69495,220.59,,500.0,,571.0
69496,,,,,
69497,,,,,
69498,168.01,283.7,294.0,,862.0
69499,,,,,
69500,155.43,,48.0,1138.6,1216.0
69501,,,,,
69502,,,,,
69503,14.31,,1.0,15.3,109.0
69504,,,,,
69505,,,,,
69506,,,,,
69507,83.07,,23.0,,120.0
69508,,,,,
69509,,,,,
69510,,,,,
69511,,,,,
69512,,,,,
69513,,,,,
69514,,,,,
69515,,,,,
69516,,,,,
69517,51.29,0.3,,,65.0
69518,5487.34,,695.0,,736.0
69519,19.28,,36.0,47.0,102.0
69520,,,,,
69521,,,,,
69522,,,,,
69523,,,,,
69524,36.23,16.4,59.0,33.5,109.0
69525,31.61,,60.0,,79.0
69526,719.26,,,,
69527,,,,,
69528,55.65,,887.0,,967.0
69529,,,,,
69530,,,,,
69531,,,,,
69532,96.53,11.0,21.0,316.0,363.0
69533,23.47,11.3,4.0,45.9,117.0
69534,,,,,
69535,36.56,,36.0,,60.0
69536,,,,,
69537,,,,,
69538,,,,,
69539,,,,,
69540,1129.44,191.3,1070.0,0.6,1268.0
69541,,,,,
69542,,,,,
69543,,,,,
69544,,,,,
69545,,,,,
69546,,,,,
69547,,,,,
69548,,,,,
69549,63.46,4.8,90.0,,108.0
69550,92.0,0.5,109.0,2.5,155.0
69551,3940.21,2447.1,10504.0,7.7,13451.0
69552,,,,,
69553,,,,,
69554,,,,,
69555,1456.27,0.2,1015.0,,1023.0
69556,,,,,
69557,,,,,
69558,,,,,
69559,,,,,
69560,,,,,
69561,,,,,
69562,,,,,152.0
69563,,,,,
69564,,,,,
69565,,,,,
69566,,,,,
69567,,,,,
69568,,,,,
69569,,,,,
69570,,,,,
69571,,,,,
69572,,,,,
69573,,,,,
69574,,,,,
69575,,,,,
69576,,,,,
69577,,,,,
69578,,,,,
69579,,,,,
69580,181.2,,282.0,,300.0
69581,86.82,,151.0,,173.0
69582,116600.91,,107716.0,,107742.0
69583,,,,,
69584,,,,,
69585,,,,,
69586,,,,,
69587,,,,,
69588,,,,,
69589,,,,,
69590,,,,,
69591,,,,,
69592,,,,,
69593,381.43,,244.0,,484.0
69594,,,,,
69595,,,,,
69596,,,,,
69597,,3.7,,,45.0
69598,,,,,
69599,,,,,
69600,,,,,
69601,72.62,0.2,3.0,7.7,48.0
69602,11.64,4.1,31.0,0.2,39.0
69603,,,,,
69604,,,,,
69605,,,,,
69606,,,,,
69607,,,,,
69608,,,,,
69609,,,,,
69610,,,,,
69611,,,,,
69612,,,,,
69613,14.17,,140.0,0.6,197.0
69614,49.28,7.7,387.0,,576.0
69615,,,,,
69616,,,,,
69617,,,,,
69618,,,,,
69619,29.6,,29.0,,118.0
69620,,,,,
69621,,,,,
69622,,,,,
69623,,,,,
69624,98.29,17.1,206.0,36.5,265.0
69625,,,,,
69626,,,,,
69627,,,,,
69628,282.89,78.1,214.0,,298.0
69629,,,,,
69630,,,,,
69631,,,,,
69632,15.28,,16.0,0.8,37.0
69633,,,,,
69634,,,,,
69635,1171.1,1.9,173.0,,186.0
69636,75.78,,69.0,199.6,298.0
69637,0.42,,,,2.0
69638,,,,,
69639,,,,,
69640,,,,,
69641,6.18,2.6,121.0,7.6,151.0
69642,0.22,,1.0,,4.0
69643,147.77,13.4,245.0,1.9,265.0
69644,43.89,,124.0,,125.0
69645,,,,,
69646,550.55,,213.0,,254.0
69647,,,,,
69648,,,,,
69649,,,,,
69650,,,,,
69651,36.83,30.3,124.0,78.8,293.0
69652,,,,,
69653,37.37,1.2,285.0,61.2,348.0
69654,,,,,
69655,,,,,
69656,,,56070.0,7559945.5,7686226.0
69657,,,,,
69658,70.19,,,,211.0
69659,,,,,
69660,,,,,
69661,,,,,
69662,,,,,
69663,,,,,
69664,221.61,1.8,204.0,,207.0
69665,,,,,
69666,,,,,
69667,,,,,
69668,29.93,13.6,39.0,100.6,240.0
69669,,,,,
69670,,,,,
69671,,,,,
69672,288.05,6.2,216.0,,227.0
69673,,,,,
69674,42.12,,1643.0,912.5,2555.0
69675,,,,,
69676,,,,,
69677,317.32,,160.0,0.1,177.0
69678,,,,,
69679,119.03,,,,
69680,,,,,
69681,116.25,109.5,13.0,,129.0
69682,,,,,
69683,,,,,
69684,,,,,
69685,,,,,
69686,,,,,
69687,249.61,,434.0,14.3,642.0
69688,11.35,,72.0,,238.0
69689,,,,,
69690,,,,,
69691,29.57,,11.0,2.9,51.0
69692,,,,,
69693,,,,,
69694,,,,,
69695,,,,,
69696,,,,,
69697,154.99,5.2,134.0,286.9,436.0
69698,,,,,
69699,,,,,
69700,,,,,
69701,,,,,
69702,,,,,
69703,,,,,
69704,,,,,
69705,3.0,0.3,31.0,,79.0
69706,49.44,,67.0,,68.0
69707,,,,,
69708,,,,,
69709,,,,,
69710,,,,,
69711,18.63,4.6,13.0,,48.0
69712,,,,,
69713,759.36,411.9,364.0,127.9,985.0
69714,,,,,
69715,,,,,
69716,,,,,
69717,,,,,
69718,,,,,
69719,,,,,
69720,,,,,
69721,,,,,
69722,,,,,
69723,,,,,
69724,,,,,
69725,,,,,
69726,15.21,,,,
69727,,,,,
69728,,,,,
69729,192.37,,111.0,5.6,180.0
69730,,,,,
69731,,,,,
69732,,,,,
69733,42.39,,56.0,417.3,496.0
69734,,,,,
69735,,,,,
69736,41.03,,558.0,103.1,723.0
69737,,,,,
69738,,,,,
69739,69.96,,,,
69740,,,,,
69741,,,,,
69742,3.09,,124.0,,160.0
69743,3.24,5.6,8.0,25.6,95.0
69744,,,,,
69745,,,,,
69746,,,,,
69747,,,,,
69748,,,,,
69749,,,,,
69750,38.85,,16.0,,82.0
69751,130.75,,103.0,,131.0
69752,,,,,
69753,,,,,
69754,,,,,
69755,,,,,
69756,,,,,
69757,,,,,
69758,,,,,
69759,,,,,
69760,7.91,,15.0,,32.0
69761,,,,,
69762,16.59,,2.0,,18.0
69763,33.3,,42.0,15.4,64.0
69764,,,,,
69765,81.96,75.8,203.0,,339.0
69766,,,,,
69767,,,,,
69768,,,,,
69769,,,,,
69770,,,,,
69771,54.29,,52.0,,72.0
69772,,,,,
69773,331.56,233.0,172.0,12.5,422.0
69774,,,,,
69775,,,,,
69776,,,,,
69777,,,,,
69778,,,,,
69779,8.99,,18.0,,24.0
69780,1.78,0.5,64.0,16.2,155.0
69781,,,,,
69782,,,,,
69783,,,,,
69784,,,,,
69785,,,,,
69786,,,,,
69787,,,,,
69788,,,,,
69789,,,,,
69790,,,,,
69791,359.36,81.7,265.0,2.4,401.0
69792,,,,,
69793,,,,,
69794,,,,,
69795,,,,,
69796,,,,,
69797,78.52,71.5,25.0,79.2,237.0
69798,,,,,
69799,,,,,
69800,,,,,
69801,,,,,
69802,361.5,23.0,339.0,,364.0
69803,,,,,
69804,,,,,
69805,,,,,
69806,,,,,
69807,,,,,
69808,,,,,
69809,,,,,
69810,,,,,
69811,,,,,
69812,,,,,
69813,129.29,,59.0,,85.0
69814,,,,,
69815,,,,,
69816,,,,,
69817,,,,,
69818,370.05,10.3,245.0,23.3,322.0
69819,,,,,
69820,,,,,
69821,,,,,
69822,,,,,
69823,,,,,
69824,,,,,
69825,,,,,
69826,47.55,182.0,14.0,,257.0
69827,,,,,
69828,,,,,
69829,,,,,
69830,,,,,
69831,,,,,
69832,,,,,
69833,,,,,89.0
69834,,,2438.0,61.9,3446.0
69835,,,,,
69836,,,,,
69837,,,,,
69838,,,,,
69839,,,,,
69840,,,,,
69841,,,,,
69842,,,,,
69843,,,,,
69844,,,,,
69845,,,,,
69846,,,,,
69847,,,,,
69848,,,,,
69849,,,,,
69850,7.96,,4.0,,61.0
69851,,,,,
69852,,,,,
69853,,,,,
69854,,,,,
69855,,,,,
69856,,,,,
69857,,,,,
69858,13.02,,58.0,,80.0
69859,,,,,
69860,,,,,
69861,,,,,
69862,27.9,,34.0,9.4,44.0
69863,,,,,
69864,460.7,,,,
69865,,,,,
69866,,,,,
69867,,,,,
69868,,,,,
69869,,,,,
69870,,,,,
69871,,,,,
