,Доходы,Расходы,Расходы,Валовая прибыль (убыток),Коммерческие расходы,Управленческие расходы,Прибыль (убыток) от продажи,Чистая прибыль (убыток)
38104,,,,,,,,
38105,,,,,,,530000.0,459000.0
38106,,,,,,,,
38107,,,,,,,,
38108,,,,,,,,
38109,,,,,,,67000.0,22000.0
38110,,,,,,,,
38111,,,,,,,,
38112,,,,132000.0,,,132000.0,123000.0
38113,,,,13400000.0,,,13400000.0,8224000.0
38114,,,,,,,,
38115,,,,,,,,
38116,,,,,,,,
38117,,,,,,,,
38118,,,,,,,,
38119,,,,,,,,
38120,,,,,,,,
38121,,,,,,,35000.0,5000.0
38122,,,,302000.0,261000.0,,41000.0,-149000.0
38123,,,,913000.0,,198000.0,715000.0,715000.0
38124,,,,,,,,
38125,,,,,,,,
38126,,,,,,,,
38127,,,,,,,,
38128,,,,,,,,
38129,,,,,,,,
38130,,,,,,,,
38131,,,,,,,,
38132,,,,,,,,
38133,,,,,,,,
38134,,,,,,,,
38135,,,,,,,-435000.0,-314000.0
38136,,,,,,,,
38137,,,,,,,122000.0,117000.0
38138,,,,,,,,
38139,,,,,,,176000.0,108000.0
38140,,,,,,,,
38141,,,,,,,,
38142,,,,,,,26000.0,
38143,,,,,,,,
38144,,,,,,,,
38145,,,,,,,,
38146,,,,,,,,
38147,,,,,,,,
38148,,,,,,,,
38149,,,,,,,,
38150,,,,,,,,
38151,,,,,,,,
38152,,,,,,,,
38153,,,,,,,-95000.0,-96000.0
38154,,,,,,,,
38155,,,,,,,,
38156,,,,,,,,
38157,,,,,,,,
38158,,,,,,,,
38159,,,,53122000.0,,20567000.0,32555000.0,30152000.0
38160,,,,,,,,
38161,,,,,,,-278000.0,-285000.0
38162,,,,,,,,
38163,,,,,,,402000.0,309000.0
38164,,,,,,,,
38165,,,,,,,,
38166,,,,,,,-3000.0,-6000.0
38167,,,,,,,,
38168,,,,,,,,
38169,,,,,,,757000.0,510000.0
38170,,,,,,,,
38171,,,,,,,,
38172,,,,,,,,
38173,,,,,,,,
38174,,,,,,,,
38175,,,,,,,,
38176,,,,-1046000.0,,,-1046000.0,-876000.0
38177,,,,,,,,
38178,,,,,,,,
38179,,,,,,,,
38180,,,,,,,,
38181,,,,,,,,
38182,,,,,,,,
38183,,,,,,,,
38184,,,,,,,,
38185,,,,,,,,
38186,,,,,,,,
38187,,,,,,,772000.0,570000.0
38188,,,,,,,,
38189,,,,,,,,
38190,,,,,,,,
38191,,,,,,,,
38192,,,,,,,,
38193,,,,,,,,
38194,,,,,,,,
38195,,,,,,,,
38196,,,,,,,,
38197,,,,,,,,
38198,,,,,,,,
38199,,,,-3055000.0,,,-3055000.0,-1664000.0
38200,,,,,,,-27000.0,-27000.0
38201,,,,,,,104000.0,161000.0
38202,,,,,,,,
38203,,,,,,,-2811000.0,-2846000.0
38204,,,,,,,,
38205,,,,,,,,
38206,,,,,,,,
38207,,,,,,,,
38208,,,,,,,1194000.0,863000.0
38209,,,,,,,,
38210,,,,,,,,
38211,,,,,,,,
38212,,,,,,,,
38213,,,,,,,,
38214,,,,,,,308000.0,9000.0
38215,,,,,,,,
38216,,,,,,,751000.0,289000.0
38217,,,,,,,,
38218,,,,,,,,
38219,,,,,,,,
38220,,,,,,,-127000.0,-149000.0
38221,,,,,,,,-39000.0
38222,,,,,,,,
38223,,,,,,,,
38224,,,,,,,,
38225,,,,,,,,
38226,,,,,,,,
38227,,,,,,,,
38228,,,,,,,,
38229,,,,,,,,
38230,,,,,,,-19000.0,-142000.0
38231,,,,,,,619000.0,13000.0
38232,,,,,,,,
38233,,,,,,,,
38234,,,,,,,,
38235,,,,,,,,
38236,,,,,,,,
38237,,,,,,,,
38238,,,,,,,,
38239,,,,,,,,
38240,,,,,,,,
38241,,,,,,,,
38242,,,,,,,,
38243,,,,,,,,
38244,,,,,,,,
38245,,,,,,,,
38246,,,,,,,,
38247,,,,,,,663000.0,592000.0
38248,,,,,,,177000.0,124000.0
38249,,,,,,,,
38250,,,,,,,159000.0,18000.0
38251,,,,,,,55000.0,
38252,,,,,,,,
38253,,,,,,,,
38254,,,,,,,,
38255,,,,,,,,
38256,,,,,,,,
38257,,,,,,,342000.0,244000.0
38258,,,,,,,,
38259,,,,,,,,
38260,,,,,,,-3837000.0,-4341000.0
38261,,,,,,,748000.0,635000.0
38262,,,,,,,,
38263,,,,,,,,
38264,,,,81000.0,,,81000.0,5000.0
38265,,,,,,,505000.0,408000.0
38266,,,,,,,-18000.0,-38000.0
38267,,,,,,,,
38268,,,,,,,,
38269,,,,,,,-1489000.0,411000.0
38270,,,,,,,-54000.0,-195000.0
38271,,,,,,,433000.0,395000.0
38272,,,,,,,,
38273,,,,,,,4339000.0,3726000.0
38274,,,,,,,,
38275,,,,,,,,
38276,,,,,,,,
38277,,,,,,,,
38278,,,,,,,,
38279,,,,,,,,
38280,,,,,,,,
38281,,,,,,,,
38282,,,,,,,,
38283,,,,,,,,
38284,,,,,,,,
38285,,,,,,,,
38286,,,,,,,,
38287,,,,,,,,
38288,,,,,,,,
38289,,,,,,,,
38290,,,,,,,,
38291,,,,,,,,
38292,,,,,,,,
38293,,,,,,,,
38294,,,,,,,,
38295,,,,,,,,
38296,,,,,,,,
38297,,,,,,,,
38298,,,,,,,,
38299,,,,,,,,
38300,,,,,,,,
38301,,,,,,,,
38302,,,,,,,,
38303,,,,,,,,
38304,,,,,,,-529000.0,-863000.0
38305,,,,,,,4546000.0,3003000.0
38306,,,,,,,,
38307,,,,,,,,
38308,,,,433000.0,,,433000.0,1280000.0
38309,,,,,,,,
38310,,,,,,,,
38311,,,,,,,,
38312,,,,,,,,
38313,,,,,,,,-11000.0
38314,,,,,,,,
38315,,,,,,,,
38316,,,,,,,,
38317,,,,,,,,
38318,,,,,,,,
38319,,,,,,,,
38320,,,,,,,-20000.0,-25000.0
38321,,,,,,,,
38322,,,,,,,,
38323,,,,,,,274000.0,-329000.0
38324,,,,,,,,
38325,,,,,,,,
38326,,,,,,,,
38327,,,,,,,,
38328,,,,,,,,
38329,,,,328000.0,,,328000.0,283000.0
38330,,,,,,,,
38331,,,,,,,-21000.0,-22000.0
38332,,,,,,,,
38333,,,,,,,,
38334,,,,,,,,
38335,,,,,,,,
38336,,,,,,,,
38337,,,,,,,159000.0,119000.0
38338,,,,,,,,
38339,,,,,,,,
38340,,,,,,,-117000.0,-117000.0
38341,,,,,,,,
38342,,,,,,,,
38343,,,,,,,,
38344,,,,,,,3745000.0,-1223000.0
38345,,,,,,,329000.0,115000.0
38346,,,,,,,,
38347,,,,,,,,
38348,,,,,,,,
38349,,,,,,,184000.0,2000.0
38350,,,,,,,80000.0,32000.0
38351,,,,,,,,
38352,,,,90000.0,,,90000.0,90000.0
38353,,,,8726000.0,,4612000.0,4114000.0,3593000.0
38354,,,,,,,152911000.0,143164000.0
38355,,,,,,,,
38356,,,,,,,,
38357,,,,,,,,
38358,,,,,,,,
38359,,,,,,,790000.0,657000.0
38360,,,,,,,,
38361,,,,,,,,
38362,,,,,,,,
38363,,,,,,,,
38364,,,,,,,186000.0,45000.0
38365,,,,,,,,
38366,,,,,,,,
38367,,,,,,,,
38368,,,,,,,15972000.0,1928000.0
38369,,,,,,,,
38370,,,,,,,,
38371,,,,,,,312000.0,310000.0
38372,,,,,,,,
38373,,,,,,,,
38374,,,,,,,,
38375,,,,,,,,
38376,,,,-114000.0,,,-114000.0,-117000.0
38377,,,,,,,,
38378,,,,,,,,
38379,,,,,,,,
38380,,,,,,,1000.0,-6000.0
38381,,,,,,,,
38382,,,,,,,,
38383,,,,,,,,
38384,,,,,,,,
38385,,,,,,,,
38386,,,,,,,,
38387,,,,,,,,
38388,,,,,,,,
38389,,,,,,,,
38390,,,,,,,,
38391,,,,,,,,
38392,,,,,,,,-3000.0
38393,,,,,,,,
38394,,,,,,,,
38395,,,,,,,,
38396,,,,496000.0,,,496000.0,397000.0
38397,,,,,,,,-2000.0
38398,,,,,,,,
38399,,,,,,,,
38400,,,,,,,398000.0,1031000.0
38401,,,,,,,,
38402,,,,,,,,
38403,,,,,,,,
38404,,,,6886000.0,,,6886000.0,6886000.0
38405,,,,,,,,
38406,,,,,,,,
38407,,,,,,,,
38408,,,,77000.0,44000.0,,33000.0,3000.0
38409,,,,,,,-638000.0,-638000.0
38410,,,,,,9000.0,-9000.0,-9000.0
38411,,,,,,,,
38412,,,,,,,,
38413,,,,,,,,
38414,,,,,,,,-2000.0
38415,,,,,,,,
38416,,,,,,,,
38417,,,,,,,,
38418,,,,,,,-128000.0,
38419,,,,2019000.0,,1640000.0,379000.0,130000.0
38420,,,,,,,,
38421,,,,,,,,
38422,,,,,,,,
38423,,,,,,,,
38424,,,,,,,,
38425,,,,,,,,
38426,,,,,,,,
38427,,,,,,,,
38428,,,,,,,,
38429,,,,,,,,
38430,,,,,,,,
38431,,,,,,,,
38432,,,,,,,,
38433,,,,,,,,
38434,,,,,,,-39000.0,-58000.0
38435,,,,,,,,
38436,,,,,,,,
38437,,,,,,,,
38438,,,,,,,,
38439,,,,,,,,
38440,,,,,,,536000.0,461000.0
38441,,,,,,,,
38442,,,,,,,,
38443,,,,,,,,
38444,,,,,,,628000.0,533000.0
38445,,,,,,,,
38446,,,,,,,,
38447,,,,,,,,
38448,,,,,,,,
38449,,,,,,,,
38450,,,,,,,,
38451,,,,,,,,
38452,,,,,,,,
38453,,,,,,,,
38454,,,,,,,,
38455,,,,,,,,
38456,,,,,,,,
38457,,,,,,,,
38458,,,,,,,,
38459,,,,,,,,
38460,,,,,,,,
38461,,,,,,,,
38462,,,,,,,,
38463,,,,,,,,
38464,,,,,,,329000.0,186000.0
38465,,,,1767000.0,,1611000.0,156000.0,102000.0
38466,,,,,,,,
38467,,,,,,,-144000.0,438000.0
38468,,,,,,,2120000.0,2038000.0
38469,,,,,,,,
38470,,,,,,,,
38471,,,,-65000.0,,,-65000.0,-129000.0
38472,,,,,,,,
38473,,,,,,,,
38474,,,,,,,3057000.0,1845000.0
38475,,,,,,,-65000.0,-7000.0
38476,,,,,,,,
38477,,,,,,,,
38478,,,,,,,,
38479,,,,,,,,
38480,,,,34000.0,,,34000.0,32000.0
38481,,,,,,,,-13000.0
38482,,,,,,,,
38483,,,,,,,,
38484,,,,-398000.0,,,-398000.0,-88000.0
38485,,,,,,,,
38486,,,,,,,,
38487,,,,,,,,
38488,,,,,,,,
38489,,,,,,,,
38490,,,,,,,,
38491,,,,,,,,
38492,,,,,,,,
38493,,,,,,,,
38494,,,,,,,1159000.0,1116000.0
38495,,,,,,,,
38496,,,,,,,,
38497,,,,,,,,
38498,,,,,,,,
38499,,,,,,,2604000.0,2597000.0
38500,,,,,,,,
38501,,,,,,,,
38502,,,,,,,,
38503,,,,,,,7843000.0,3364000.0
38504,,,,,,,,
38505,,,,,,,,
38506,,,,,,,,
38507,,,,,,,,
38508,,,,,,,,
38509,,,,,,,1450000.0,825000.0
38510,,,,,,,,
38511,,,,,,,,
38512,,,,,,,,
38513,,,,,,,,
38514,,,,,,,,
38515,,,,,,,,
38516,,,,,,,,
38517,,,,,,,-70000.0,-74000.0
38518,,,,,,,,
38519,,,,,,,,
38520,,,,,,,,
38521,,,,,,,,
38522,,,,,,,,
38523,,,,,,,-871000.0,-1064000.0
38524,,,,,,,157000.0,88000.0
38525,,,,,,,416000.0,294000.0
38526,,,,,,,,
38527,,,,,,,,
38528,,,,,,,,
38529,,,,,,,,
38530,,,,,,,,
38531,,,,,,,,
38532,,,,,,,169000.0,155000.0
38533,,,,,,,,
38534,,,,,,,,
38535,,,,,,,,
38536,,,,,,,,
38537,,,,,,,,
38538,,,,,,,,
38539,,,,115000.0,,,115000.0,51000.0
38540,,,,60817000.0,,59397000.0,1420000.0,636000.0
38541,,,,,,,,
38542,,,,,,,,
38543,,,,,,,,
38544,,,,,,,,
38545,,,,,,,541000.0,80000.0
38546,,,,,,,,
38547,,,,,,,,
38548,,,,,,,,
38549,,,,,,,,
38550,,,,,,,,
38551,,,,,,,,
38552,,,,,,,,
38553,,,,3217000.0,,5397000.0,-2180000.0,-2278000.0
38554,,,,,,,,
38555,,,,,,,671000.0,624000.0
38556,,,,,,,6037000.0,1651000.0
38557,,,,761000.0,,,761000.0,542000.0
38558,,,,,,,-832000.0,11000.0
38559,,,,,,,,
38560,,,,,,,,
38561,,,,,,,,
38562,,,,,,,,
38563,,,,,,,,
38564,,,,,,,,
38565,,,,,,,,
38566,,,,,,,,
38567,,,,,,,19768000.0,17246000.0
38568,,,,,,,,
38569,,,,,,,,
38570,,,,,,,,
38571,,,,,,,,
38572,,,,,,,,
38573,,,,,,,,
38574,,,,,,,27000.0,27000.0
38575,,,,,,,,
38576,,,,,,,35000.0,278000.0
38577,,,,,,,,
38578,,,,,,,,
38579,,,,,,,-2574000.0,-2596000.0
38580,,,,,,,,
38581,,,,,,,,
38582,,,,,,,,
38583,,,,,,,,
38584,,,,,,,,
38585,,,,,,,,
38586,,,,,,,-1375000.0,-1065000.0
38587,,,,,,,,
38588,,,,,,,,
38589,,,,,,,,
38590,,,,,,,,
38591,,,,,,,,
38592,,,,,,,-2026000.0,-2064000.0
38593,,,,,,,329000.0,184000.0
38594,,,,,,,,
38595,,,,,,,201000.0,103000.0
38596,,,,,,,,
38597,,,,,,,,
38598,,,,,,,,
38599,,,,,,,,
38600,,,,,,,,
38601,,,,,,,,
38602,,,,,,,,
38603,,,,-976000.0,,,-976000.0,28399000.0
38604,,,,,,,,
38605,,,,,,,-911000.0,-941000.0
38606,,,,,,,,
38607,,,,,,,,-53000.0
38608,,,,,,,,
38609,,,,,,,,
38610,,,,,,,444000.0,370000.0
38611,,,,,,,,
38612,,,,,,,,
38613,,,,,,,,
38614,,,,,,,,
38615,,,,,,,,
38616,,,,,,,,
38617,,,,,,,,
38618,,,,,,,,
38619,,,,,,,1525000.0,1256000.0
38620,,,,,,,8741000.0,2217000.0
38621,,,,,,,,
38622,,,,,,,,
38623,,,,,,,,
38624,,,,,,,,
38625,,,,900000.0,,,900000.0,1875000.0
38626,,,,,,,,
38627,,,,,,,-136000.0,-153000.0
38628,,,,,,,-58000.0,-9000.0
38629,,,,,,,,
38630,,,,,,,-145000.0,-149000.0
38631,,,,,,,,
38632,,,,,,,,
38633,,,,,,,,
38634,,,,-88000.0,,,-88000.0,-105000.0
38635,,,,,,,,
38636,,,,,,,,
38637,,,,,,,,
38638,,,,,,,,
38639,,,,,,,,
38640,,,,3806000.0,,,3806000.0,1205000.0
38641,,,,,,,,
38642,,,,,,,575000.0,459000.0
38643,,,,,,,,
38644,,,,,,,,
38645,,,,,,,,
38646,,,,,,,,
38647,,,,,,,,
38648,,,,,,,,
38649,,,,,,,,
38650,,,,,,,,
38651,,,,,,,,
38652,,,,,,,,
38653,,,,,,,,
38654,,,,,,,,
38655,,,,,,,,
38656,,,,,,,,
38657,,,,,,,,
38658,,,,,,,,
38659,,,,,,,13308000.0,8079000.0
38660,,,,,,,,
38661,,,,,,,-12363000.0,-7123000.0
38662,,,,,,,,
38663,,,,,,,,
38664,,,,,,,,
38665,,,,-273000.0,,,-273000.0,-331000.0
38666,,,,,,,,
38667,,,,,,,7771000.0,8471000.0
38668,,,,,,,,
38669,,,,,,,,
38670,,,,,,,,
38671,,,,,,,,
38672,,,,,,,,
38673,,,,,,,,
38674,,,,,,,,
38675,,,,,,,9582000.0,8189000.0
38676,,,,,,,,
38677,,,,,,,,
38678,,,,,,,,
38679,,,,,,,,
38680,,,,,,,,
38681,,,,,,,,-226000.0
38682,,,,,,,,
38683,,,,,,,,
38684,,,,,,,,
38685,,,,,,,,
38686,,,,,,,,
38687,,,,,,,,
38688,,,,,,,,
38689,,,,,,,3238000.0,3083000.0
38690,,,,,,,,
38691,,,,6321000.0,,,6321000.0,1540000.0
38692,,,,,,,,
38693,,,,,,,30000.0,3000.0
38694,,,,,,,,
38695,,,,,,,,
38696,,,,,,,,
38697,,,,,,,,
38698,,,,,,,,
38699,,,,,,,,
38700,,,,,,,,
38701,,,,,,,,
38702,,,,,,,,
38703,,,,,,,,
38704,,,,,,,,
38705,,,,,,,,
38706,,,,,,,,
38707,,,,,,,,
38708,,,,,,,1974000.0,1831000.0
38709,,,,,,,,
38710,,,,,,,,
38711,,,,,,,,
38712,,,,,,,,
38713,,,,,,,,
38714,,,,,,,,
38715,,,,,,,857000.0,497000.0
38716,,,,,,,,
38717,,,,,,,,
38718,,,,,,,,
38719,,,,,,,,
38720,,,,,,,,-3000.0
38721,,,,,,,,
38722,,,,,,,,
38723,,,,,,,,
38724,,,,,,,,
38725,,,,,,,,
38726,,,,,,,,
38727,,,,,,,,
38728,,,,,,,,
38729,,,,,,,290000.0,242000.0
38730,,,,,,,,
38731,,,,4498000.0,,,4498000.0,336000.0
38732,,,,,,,-74000.0,-30000.0
38733,,,,,,,,
38734,,,,,,,,
38735,,,,,,,,
38736,,,,,,,53000.0,45000.0
38737,,,,,,,,
38738,,,,,,,,
38739,,,,607000.0,,460000.0,147000.0,136000.0
38740,,,,,,,8000.0,3000.0
38741,,,,,,,,
38742,,,,,,,,
38743,,,,,,,,
38744,,,,,,,,
38745,,,,,,,,
38746,,,,,,,,
38747,,,,,,,,
38748,,,,,,,,
38749,,,,,,,,
38750,,,,,,,,
38751,,,,,,,,
38752,,,,,,,,
38753,,,,,,,,
38754,,,,,,,,
38755,,,,,,,,
38756,,,,,,,,
38757,,,,,,,,
38758,,,,,,,,
38759,,,,,,,119000.0,137000.0
38760,,,,,,,22026000.0,19476000.0
38761,,,,,,,,
38762,,,,,,,,
38763,,,,,,,137000.0,112000.0
38764,,,,39000.0,4000.0,56000.0,-21000.0,-21000.0
38765,,,,,,,,
38766,,,,,,,,
38767,,,,,,,,
38768,,,,,,,882000.0,802000.0
38769,,,,,,,,
38770,,,,,,,-1153000.0,-2329000.0
38771,,,,,,,,
38772,,,,,,,,
38773,,,,8457000.0,,4119000.0,4338000.0,-21348000.0
38774,,,,,,,,
38775,,,,,,,35098000.0,34506000.0
38776,,,,,,,,
38777,,,,,,,-1143000.0,-1230000.0
38778,,,,,,,-1592000.0,2755000.0
38779,,,,,,,,
38780,,,,,,,-36000.0,-61000.0
38781,,,,,,,9089000.0,-2781000.0
38782,,,,,,,,
38783,,,,,,,,
38784,,,,,,,,
38785,,,,,,,,
38786,,,,,,,,
38787,,,,,,,,
38788,,,,,,,,
38789,,,,,,,,
38790,,,,,,,,
38791,,,,,,,,
38792,,,,,,,,
38793,,,,,,,,
38794,,,,,,,,
38795,,,,,,,1000.0,
38796,,,,,,,,
38797,,,,,,,,
38798,,,,,,,,
38799,,,,,,,,
38800,,,,,,,,
38801,,,,,,,,
38802,,,,,,,584000.0,180000.0
38803,,,,,,,,
38804,,,,,,,,
38805,,,,,,,,
38806,,,,,,,,
38807,,,,,,,,
38808,,,,,,,,
38809,,,,,,,,
38810,,,,,,,14126000.0,2248000.0
38811,,,,,,,,
38812,,,,,,,,
38813,,,,,,,,
38814,,,,1021000.0,,,1021000.0,268000.0
38815,,,,,,,,
38816,,,,,,,,
38817,,,,,,,,
38818,,,,,,,,
38819,,,,,,,,
38820,,,,,,,,
38821,,,,,,,,
38822,,,,,,,-10000.0,-29000.0
38823,,,,,,,,
38824,,,,,,,,
38825,,,,,,,,
38826,,,,,,,,
38827,,,,,,,,
38828,,,,,,,,
38829,,,,,,,,
38830,,,,,,,54000.0,66000.0
38831,,,,517000.0,7000.0,1236000.0,-726000.0,-825000.0
38832,,,,,,,,
38833,,,,9835000.0,,5416000.0,4419000.0,4463000.0
38834,,,,,,,,
38835,,,,,,,,
38836,,,,,,,,
38837,,,,,,,856000.0,782000.0
38838,,,,,,,,
38839,,,,,,,,
38840,,,,,,,-108000.0,-141000.0
38841,,,,,,,,
38842,,,,,,,,
38843,,,,,,,,
38844,,,,,,,,
38845,,,,,,,,
38846,,,,,,,25000.0,15000.0
38847,,,,,,,21000.0,20000.0
38848,,,,,,,,
38849,,,,,,,,
38850,,,,,,,,
38851,,,,,,,,
38852,,,,,,,,
38853,,,,374000.0,,319000.0,55000.0,24000.0
38854,,,,,,,,
38855,,,,,,,,
38856,,,,,,,3934000.0,3474000.0
38857,,,,,,,965000.0,-6000.0
38858,,,,,,,169000.0,95000.0
38859,,,,,,,,
38860,,,,,,,,
38861,,,,,,,,
38862,,,,,,,,
38863,,,,,,,,
38864,,,,,,,,
38865,,,,,,,,
38866,,,,,,,,
38867,,,,,,,,
38868,,,,,,,,
38869,,,,,,,,
38870,,,,,,,,
38871,,,,,,,,
38872,,,,,,,,
38873,,,,,,,,-4000.0
38874,,,,,,,,
38875,,,,,,,,
38876,,,,35269000.0,,18863000.0,16406000.0,7974000.0
38877,,,,,,,,
38878,,,,,,,,
38879,,,,,,,,
38880,,,,,,,,
38881,,,,,,,581000.0,524000.0
38882,,,,,,,,
38883,,,,,,,11646000.0,2938000.0
38884,,,,,,,,
38885,,,,,,,6547000.0,6533000.0
38886,,,,,,,,
38887,,,,,,,,
38888,,,,,,,,
38889,,,,,,,,
38890,,,,,,,,
38891,,,,53000.0,,90000.0,-37000.0,-41000.0
38892,,,,,,,,
38893,,,,,,,,
38894,,,,,,,,
38895,,,,,,,,
38896,,,,,,,,
38897,,,,,,,,
38898,,,,,,,,
38899,,,,,,,,
38900,,,,,,,-1535000.0,-1543000.0
38901,,,,,,,1399000.0,1277000.0
38902,,,,,,,,
38903,,,,,,,,
38904,,,,,,,,
38905,,,,,,,,
38906,,,,,,,,
38907,,,,,,,,
38908,,,,,,,,
38909,,,,,,,,
38910,,,,,,,,
38911,,,,,,,,
38912,,,,,,,,
38913,,,,,,,1823000.0,-163000.0
38914,,,,,,,,
38915,,,,,,,,
38916,,,,,,,,
38917,,,,,,,,
38918,,,,,,,,
38919,,,,,,,,
38920,,,,,,,,
38921,,,,,,,,
38922,,,,,,,,
38923,,,,,,,,
38924,,,,,,,,
38925,,,,,,,,
38926,,,,,,,,
38927,,,,,,,,
38928,,,,,,,,
38929,,,,,,,365000.0,-86000.0
38930,,,,,,,,
38931,,,,2482000.0,,,2482000.0,1106000.0
38932,,,,,,,,
38933,,,,,,,,
38934,,,,,,,,
38935,,,,,,,,
38936,,,,,,,,
38937,,,,,,,,
38938,,,,,,,,
38939,,,,,,,,
38940,,,,,,,-400000.0,-397000.0
38941,,,,,,,,
38942,,,,,,,,
38943,,,,,,,-123000.0,-163000.0
38944,,,,,,,,
38945,,,,,,,,
38946,,,,,,,,
38947,,,,,,,,
38948,,,,,,,,
38949,,,,,,,,
38950,,,,,,,,
38951,,,,,,,,
38952,,,,,,,170000.0,188000.0
38953,,,,,,,,
38954,,,,,,,,
38955,,,,,,,,
38956,,,,,,,,
38957,,,,,,,,
38958,,,,,,,,
38959,,,,,,,,
38960,,,,,,,,
38961,,,,,,,,
38962,,,,,,,,
38963,,,,,,,21688000.0,11593000.0
38964,,,,,,,2760000.0,2164000.0
38965,,,,,,,,
38966,,,,,,,,
38967,,,,,,,,
38968,,,,,,,,
38969,,,,,,,,
38970,,,,,,,,
38971,,,,,,,,
38972,,,,,,,,
38973,,,,,,,,
38974,,,,,,,,
38975,,,,,,,,
38976,,,,,,,,
38977,,,,,,,,
38978,,,,,,,,-1000.0
38979,,,,,,,,
38980,,,,,,,,
38981,,,,,,,,
38982,,,,,,,,
38983,,,,,,,,
38984,,,,,,,,
38985,,,,,,,,
38986,,,,,,,,
38987,,,,,,,,
38988,,,,,,,54000.0,50000.0
38989,,,,,,,,
38990,,,,,,,,
38991,,,,,,,,
38992,,,,,,,,
38993,,,,,,,,
38994,,,,,,,-17000.0,-17000.0
38995,,,,,,,,
38996,,,,,,,,
38997,,,,,,,,
38998,,,,,,,,
38999,,,,,,,,
39000,,,,,,,,
39001,,,,-1819000.0,6000.0,,-1825000.0,-1871000.0
39002,,,,,,,,
39003,,,,,,,,
39004,,,,,,,,
39005,,,,,,,,
39006,,,,,,,,
39007,,,,,,,,
39008,,,,,,,,
39009,,,,,,,,
39010,,,,,,,,
39011,,,,,,,,
39012,,,,,,,-220000.0,-242000.0
39013,,,,,,,,
39014,,,,,,,,
39015,,,,,,,,
39016,,,,,,,,
39017,,,,,,,131000.0,
39018,,,,,,,117000.0,92000.0
39019,,,,,,,,
39020,,,,,,,,
39021,,,,,,,,
39022,,,,,,,,
39023,,,,,,,,
39024,,,,,,,,
39025,,,,,,,,
39026,,,,,,,,
39027,,,,,,,,
39028,,,,,,,,
39029,,,,,,,117000.0,98000.0
39030,,,,,,,-5000.0,
39031,,,,,,,,
39032,,,,,,,,
39033,,,,,,,,
39034,,,,,,,3000.0,3000.0
39035,,,,,,,,
39036,,,,,,,18392000.0,24294000.0
39037,,,,,,,,
39038,,,,,,,,
39039,,,,,,,,
39040,,,,,,,,
39041,,,,,,,,
39042,,,,,,,,
39043,,,,,,,,
39044,,,,,,,6000.0,-26000.0
39045,,,,,,,,
39046,,,,,,,,
39047,,,,,,,,
39048,,,,,,,,
39049,,,,,,,,
39050,,,,,,,,
39051,,,,,,,,
39052,,,,,,,,
39053,,,,,,,,
39054,,,,,,,,
39055,,,,,,,,
39056,,,,,,,,
39057,,,,,,,,
39058,,,,,,,-5009000.0,343000.0
39059,,,,,,,,
39060,,,,,,,,
39061,,,,,,,,
39062,,,,,,,,
39063,,,,,,,,
39064,,,,,,,,
39065,,,,,,,,
39066,,,,,,,,
39067,,,,,,,,
39068,,,,,,,,
39069,,,,,,,,
39070,,,,,,,,
39071,,,,,,,,
39072,,,,,,,380000.0,342000.0
39073,,,,,,,195000.0,140000.0
39074,,,,,,,2801000.0,3058000.0
39075,,,,,,,,
39076,,,,,,,,
39077,,,,,,,,
39078,,,,,,,,
39079,,,,,,,,
39080,,,,,,,,
39081,,,,,,,,
39082,,,,1789000.0,,,1789000.0,1326000.0
39083,,,,,,,,
39084,,,,,,,-32000.0,5000.0
39085,,,,,,,,
39086,,,,,,,223000.0,112000.0
39087,,,,,,,,
39088,,,,,,,,
39089,,,,,,,,
39090,,,,,,,-410000.0,-409000.0
39091,,,,,,,,
39092,,,,,,,,
39093,,,,,,,,
39094,,,,,,,,
39095,,,,,,,,
39096,,,,,,,,
39097,,,,,,,,
39098,,,,,,,,
39099,,,,,,,,
39100,,,,,,,,
39101,,,,,,,,
39102,,,,,,,,
39103,,,,,,,,
39104,,,,,,,,
39105,,,,,,,1509000.0,1357000.0
39106,,,,,,,200000.0,170000.0
39107,,,,,,,,
39108,,,,,,,-374000.0,3000.0
39109,,,,,,,,
39110,,,,,,,,
39111,,,,,,,,
39112,,,,,,,,
39113,,,,,,,,
39114,,,,8502000.0,7929000.0,,573000.0,2224000.0
39115,,,,,,,,
39116,,,,5054038000.0,,,5054038000.0,3993994000.0
39117,,,,,,,,
39118,,,,,,,1291000.0,764000.0
39119,,,,,,,1710000.0,1335000.0
39120,,,,,,,,
39121,,,,,,,,
39122,,,,,,,,
39123,,,,,,,,
39124,,,,,,,,
39125,,,,,,,,
39126,,,,,,,,
39127,,,,,,,,
39128,,,,,,,,
39129,,,,,,,,
39130,,,,,,,674000.0,520000.0
39131,,,,,,,1852000.0,1711000.0
39132,,,,,,,,
39133,,,,,,,,
39134,,,,,,,,
39135,,,,,,,,
39136,,,,,,,,
39137,,,,,,,,
39138,,,,,,,102000.0,47000.0
39139,,,,,,,1842000.0,1711000.0
39140,,,,,,,,
39141,,,,,,,,
39142,,,,,,,,
39143,,,,,,,,
39144,,,,75727000.0,22276000.0,26878000.0,26573000.0,25891000.0
39145,,,,13166000.0,7572000.0,,5594000.0,3661000.0
39146,,,,10831000.0,9546000.0,,1285000.0,1005000.0
39147,,,,,,,,
39148,,,,-807000.0,,,-807000.0,17000.0
39149,,,,,,,141000.0,93000.0
