,Доходы,Расходы,Расходы,Валовая прибыль (убыток),Коммерческие расходы,Управленческие расходы,Прибыль (убыток) от продажи,Чистая прибыль (убыток)
98581,,,,,,,73000.0,34000.0
98582,,,,,,,,
98583,,,,,,,490000.0,154000.0
98584,,,,,,,2971000.0,2674000.0
98585,,,,,,,,
98586,,,,3760000.0,2817000.0,,943000.0,1485000.0
98587,,,,,,,,
98588,,,,,,,,
98589,,,,,,,,
98590,,,,,,,,
98591,,,,,,,,
98592,,,,,,,,
98593,,,,,,,,
98594,,,,,,,,
98595,,,,,,,,
98596,,,,,,,,
98597,,,,,,,1482000.0,495000.0
98598,,,,,,,-2312000.0,-112000.0
98599,,,,,,,,
98600,,,,,,,,
98601,,,,,,,422000.0,301000.0
98602,,,,,,,,
98603,,,,,,,,
98604,,,,,,,197000.0,78000.0
98605,,,,,,,,
98606,,,,,,,31000.0,227000.0
98607,,,,,,,15537000.0,14651000.0
98608,,,,,,,,
98609,,,,,,,,
98610,,,,,,,,
98611,,,,,,,,
98612,,,,,,,,
98613,,,,,,,,
98614,,,,,,,-1275000.0,-1259000.0
98615,,,,,,,141000.0,150000.0
98616,,,,,,,,-9000.0
98617,,,,,,,,
98618,,,,,,,,
98619,,,,,,,,
98620,,,,,,,10434000.0,8260000.0
98621,,,,,,,,
98622,,,,,,,,
98623,,,,,,,,
98624,,,,,,,,
98625,,,,,,,,
98626,,,,,,,,
98627,,,,,,,,
98628,,,,,,,,
98629,,,,,,,,
98630,,,,,,,,
98631,,,,,,,,
98632,,,,28000.0,,,28000.0,18000.0
98633,,,,,,,,
98634,,,,,,,545000.0,221000.0
98635,,,,,,,,
98636,,,,,,,,
98637,,,,,,,,
98638,,,,,,,,
98639,,,,,,,,
98640,,,,,,,,
98641,,,,,,,,
98642,,,,,,,,
98643,,,,2483000.0,,,2483000.0,1975000.0
98644,,,,,,,,
98645,,,,,,,,
98646,,,,,,,88000.0,73000.0
98647,,,,,,,2401000.0,1893000.0
98648,,,,,,,,
98649,,,,,,,,
98650,,,,,,,,
98651,,,,,,,-288000.0,461000.0
98652,,,,,,,,
98653,,,,,,,,
98654,,,,,,,,
98655,,,,,,,,
98656,,,,,,,,
98657,,,,,,,,
98658,,,,,,,789000.0,672000.0
98659,,,,,,,2022000.0,899000.0
98660,,,,,,,,
98661,,,,,,,,
98662,,,,,,,251000.0,40000.0
98663,,,,,,,,
98664,,,,,,,,
98665,,,,,,,84000.0,29000.0
98666,,,,,,,,
98667,,,,,,,,
98668,,,,3914000.0,1432000.0,595000.0,1887000.0,1713000.0
98669,,,,,,,,
98670,,,,,,,-1179000.0,-1350000.0
98671,,,,,,,,
98672,,,,,,,,
98673,,,,,,,9334000.0,8782000.0
98674,,,,,,,,
98675,,,,,,,,
98676,,,,,,,,
98677,,,,,,,,
98678,,,,,,,,
98679,,,,,,,,
98680,,,,,,,,
98681,,,,,,,,
98682,,,,,,,1760000.0,-5530000.0
98683,,,,,,,,
98684,,,,111071000.0,51750000.0,23596000.0,35725000.0,25938000.0
98685,,,,,,,,
98686,,,,,,,,
98687,,,,,,,,
98688,,,,,,,-128000.0,108000.0
98689,,,,,,,492000.0,51000.0
98690,,,,,,,,
98691,,,,,,,,
98692,,,,,,,,
98693,,,,,,,,
98694,,,,,,,,
98695,,,,,,,,284000.0
98696,,,,,,,,
98697,,,,,,,,
98698,,,,,,,,
98699,,,,,,,,
98700,,,,,,,85000.0,-17000.0
98701,,,,,,,,
98702,,,,,,,,
98703,,,,,,,4382000.0,3456000.0
98704,,,,,,,,
98705,,,,,,,,
98706,,,,,,,,
98707,,,,,,,8000.0,3000.0
98708,,,,251000.0,226000.0,,25000.0,13000.0
98709,,,,,,,,
98710,,,,,,,246000.0,179000.0
98711,,,,,,,,
98712,,,,,,,,
98713,,,,,,,,
98714,,,,5943000.0,4020000.0,,1923000.0,-9000.0
98715,,,,,,,,
98716,,,,,,,,
98717,,,,,,,39000.0,-124000.0
98718,,,,,,,-11490000.0,-544000.0
98719,,,,,,,,
98720,,,,,,,,
98721,,,,,,,,
98722,,,,,,,,
98723,,,,,,,14000.0,3000.0
98724,,,,,,,,
98725,,,,,,,,
98726,,,,,,,,
98727,,,,,,,,
98728,,,,,,,-23000.0,15000.0
98729,,,,,,,,
98730,,,,,,,,
98731,,,,,,,,
98732,,,,,,,,
98733,,,,,,,6407000.0,4914000.0
98734,,,,,,,1593000.0,1553000.0
98735,,,,,,,,
98736,,,,,,,,
98737,,,,,,,,
98738,,,,,,,,
98739,,,,,,,,
98740,,,,,,,,
98741,,,,,,,,
98742,,,,277778000.0,50185000.0,,227593000.0,172846000.0
98743,,,,,,,-274000.0,-285000.0
98744,,,,,,,,
98745,,,,,,,,
98746,,,,,,,,
98747,,,,,,,,
98748,,,,,,,,
98749,,,,,,,,
98750,,,,,,,,
98751,,,,,,,22571000.0,7142000.0
98752,,,,,,,,
98753,,,,,,,,
98754,,,,,,,,
98755,,,,,,,,
98756,,,,,,,,
98757,,,,3671000.0,2285000.0,,1386000.0,961000.0
98758,,,,,,,,
98759,,,,,,,,
98760,,,,,,,,
98761,,,,,,,,
98762,,,,,,,,
98763,,,,,,,,
98764,,,,,,,,
98765,,,,,,,,
98766,,,,,,,3280000.0,3283000.0
98767,,,,,,,265000.0,218000.0
98768,,,,,,,,
98769,,,,,,,,
98770,,,,,,,,
98771,,,,12109000.0,10049000.0,,2060000.0,37000.0
98772,,,,,,,,
98773,,,,,,,,
98774,,,,,,,,
98775,,,,,,,-19000.0,-19000.0
98776,,,,,,,,
98777,,,,,,,,
98778,,,,,,,,
98779,,,,,,,,
98780,,,,,,,,
98781,,,,,,,,
98782,,,,,,,,
98783,,,,,,,,
98784,,,,,,,,
98785,,,,,,,,
98786,,,,,,,,
98787,,,,,,,,
98788,,,,,,,,
98789,,,,,,,,
98790,,,,,,,,
98791,,,,,,,,
98792,,,,1077000.0,,1415000.0,-338000.0,8000.0
98793,,,,,,,,
98794,,,,,,,,
98795,,,,,,,,
98796,,,,,,,,
98797,,,,,,,,
98798,,,,,,,,
98799,,,,,,,,
98800,,,,,,,,
98801,,,,,,,,
98802,,,,,,,,
98803,,,,,,,,
98804,,,,,,,,
98805,,,,,,,,
98806,,,,,,,,
98807,,,,,,,,-4000.0
98808,,,,,,,,
98809,,,,,,,,
98810,,,,,,,,
98811,,,,,,,,
98812,,,,,,,,
98813,,,,,,,,
98814,,,,,,,,
98815,,,,,,,,
98816,,,,,,,102000.0,78000.0
98817,,,,,,,1904000.0,1506000.0
98818,,,,,,,,
98819,,,,,,,,
98820,,,,,,,,
98821,,,,,,,,
98822,,,,,,,,
98823,,,,,,,,
98824,,,,240516000.0,,267149000.0,-26633000.0,-27105000.0
98825,,,,,,,,
98826,,,,9129000.0,,1950000.0,7179000.0,4795000.0
98827,,,,238000.0,,,238000.0,223000.0
98828,,,,,,,,
98829,,,,,,,,
98830,,,,,,,,
98831,,,,,,,,
98832,,,,,,,417000.0,326000.0
98833,,,,,,,,
98834,,,,,,,2980000.0,1371000.0
98835,,,,,,,,
98836,,,,,,,,
98837,,,,,,,,
98838,,,,,,,,
98839,,,,,,,,
98840,,,,,,,,
98841,,,,,,,,
98842,,,,,,,,
98843,,,,,,,965000.0,838000.0
98844,,,,,,,64000.0,20000.0
98845,,,,,,,,
98846,,,,,,,,
98847,,,,68640000.0,,,68640000.0,53319000.0
98848,,,,,,,,
98849,,,,,,,,
98850,,,,,,,,
98851,,,,,,,22000.0,1000.0
98852,,,,,,,,
98853,,,,,,,,
98854,,,,,,,-666000.0,-703000.0
98855,,,,,,,-67000.0,-69000.0
98856,,,,,,,,
98857,,,,,,,6000.0,-146000.0
98858,,,,,,,,
98859,,,,,,,,
98860,,,,,,,,
98861,,,,,,,303000.0,171000.0
98862,,,,,,,,
98863,,,,,,,,
98864,,,,,,,,
98865,,,,,,,,
98866,,,,,,,,
98867,,,,,,,196000.0,8000.0
98868,,,,,,,,
98869,,,,,,,-582000.0,162000.0
98870,,,,,,,,
98871,,,,,,,,
98872,,,,,,,,
98873,,,,,,,,
98874,,,,,,,,
98875,,,,,,,,
98876,,,,11674000.0,,6411000.0,5263000.0,4318000.0
98877,,,,,,,,
98878,,,,199000.0,,,199000.0,127000.0
98879,,,,,,,,
98880,,,,,,,,
98881,,,,,,,,
98882,,,,,,,2144000.0,1862000.0
98883,,,,,,,,
98884,,,,,,,,
98885,,,,,,,,
98886,,,,,,,5489000.0,5180000.0
98887,,,,,,,,
98888,,,,,,,,
98889,,,,,,,,
98890,,,,,,,,
98891,,,,,,,-243000.0,-380000.0
98892,,,,,,,297000.0,254000.0
98893,,,,,,,32000.0,-6000.0
98894,,,,,,,,
98895,,,,,,,,
98896,,,,,,,,-10000.0
98897,,,,,,,,
98898,,,,,,,,
98899,,,,,,,,
98900,,,,,,,,
98901,,,,,,,,
98902,,,,,,,,
98903,,,,,,,,
98904,,,,,,,133000.0,79000.0
98905,,,,,,,4000.0,1000.0
98906,,,,,,,,
98907,,,,,,,,
98908,,,,,,,,
98909,,,,,,,,
98910,,,,,,,,
98911,,,,,,,,
98912,,,,,,,,
98913,,,,,,,,
98914,,,,,,,,
98915,,,,,,,,
98916,,,,,,,540000.0,382000.0
98917,,,,,,,,
98918,,,,,,,,
98919,,,,,,,-1492000.0,-1175000.0
98920,,,,,,,,
98921,,,,,,,,
98922,,,,,,,,
98923,,,,,,,1006000.0,577000.0
98924,,,,,,,3112000.0,2958000.0
98925,,,,,,,,
98926,,,,,,,,
98927,,,,,,,,
98928,,,,,,,,
98929,,,,,,,,
98930,,,,,,,,
98931,,,,,,,-11700000.0,1674000.0
98932,,,,,,,,
98933,,,,,,,,
98934,,,,,,,,
98935,,,,,,,,
98936,,,,,,,,
98937,,,,,,,,
98938,,,,,,,,
98939,,,,,,,,
98940,,,,,,,,
98941,,,,,,,,
98942,,,,,,,,
98943,,,,,,,,
98944,,,,,,,,
98945,,,,,,,,
98946,,,,5899000.0,,,5899000.0,5078000.0
98947,,,,,,,,
98948,,,,,,,87000.0,19000.0
98949,,,,,,,221000.0,71000.0
98950,,,,,,,39811000.0,32834000.0
98951,,,,,,,,
98952,,,,,,,20698000.0,16173000.0
98953,,,,,,,1558000.0,323000.0
98954,,,,,,,,
98955,,,,,,,,
98956,,,,,,,-665000.0,-1816000.0
98957,,,,,,,,
98958,,,,,,,,
98959,,,,,,,,
98960,,,,,,,,
98961,,,,,,,,
98962,,,,,,,,
98963,,,,,,,,
98964,,,,,,,,
98965,,,,,,,-212000.0,-251000.0
98966,,,,,,,,
98967,,,,,,,,
98968,,,,,,,,
98969,,,,,,,,
98970,,,,,,,45000.0,36000.0
98971,,,,,,,,
98972,,,,,,,,
98973,,,,,,,,
98974,,,,,,,,
98975,,,,,,,3068000.0,180000.0
98976,,,,,,,,
98977,,,,,,,,
98978,,,,,,,,
98979,,,,,,,,
98980,,,,,,,,
98981,,,,,,,,
98982,,,,,,,1068000.0,831000.0
98983,,,,,,,,
98984,,,,,,,,
98985,,,,,,,,
98986,,,,,,,-4256000.0,-6002000.0
98987,,,,,,,,
98988,,,,,,,,
98989,,,,,,,,
98990,,,,,,,,
98991,,,,,,,,
98992,,,,,,,,
98993,,,,,,,,
98994,,,,,,,,
98995,,,,,,,,
98996,,,,,,,,
98997,,,,,,,,
98998,,,,,,,,
98999,,,,,,,,
99000,,,,,,,,
99001,,,,,,,,
99002,,,,,,,1852000.0,1401000.0
99003,,,,,,,,
99004,,,,,,,,
99005,,,,,,,,
99006,,,,,,,330000.0,229000.0
99007,,,,,,,2878000.0,2630000.0
99008,,,,,,,,
99009,,,,,,,,
99010,,,,,,,,
99011,,,,,,,,
99012,,,,,,,,
99013,,,,,,,,
99014,,,,,,,,
99015,,,,,,,,
99016,,,,,,,,
99017,,,,,,,,
99018,,,,,,,,
99019,,,,,,,,
99020,,,,,,,,
99021,,,,,,,,
99022,,,,,,,7137000.0,5192000.0
99023,,,,,,,,
99024,,,,,,,1340000.0,1025000.0
99025,,,,,,,,
99026,,,,,,,,
99027,,,,,,,,
99028,,,,,,,91000.0,81000.0
99029,,,,,,,,
99030,,,,,,,,
99031,,,,,,,,
99032,,,,,,,,
99033,,,,,,,,
99034,,,,,,,,
99035,,,,,,,-215000.0,-412000.0
99036,,,,,,,,
99037,,,,,,,,
99038,,,,,,,,
99039,,,,,,,,
99040,,,,,,,1022000.0,774000.0
99041,,,,,,,,
99042,,,,-123000.0,,,-123000.0,-294000.0
99043,,,,,,,,
99044,,,,,,,,
99045,,,,,,,1773000.0,1337000.0
99046,,,,,,,,
99047,,,,,,,,
99048,,,,,,,92980000.0,59395000.0
99049,,,,,,,,
99050,,,,,,,,
99051,,,,,,,,
99052,,,,,,,,
99053,,,,,,,1110000.0,1063000.0
99054,,,,,,,,
99055,,,,,,,198000.0,133000.0
99056,,,,,,,,
99057,,,,,,,,
99058,,,,,,,,
99059,,,,,,,,
99060,,,,,,,,
99061,,,,,,,,
99062,,,,,,,,
99063,,,,,,,,
99064,,,,,,,,
99065,,,,,,,,
99066,,,,,,,,
99067,,,,,,,43000.0,26000.0
99068,,,,,,,,
99069,,,,,,,,
99070,,,,,,,,
99071,,,,,,,,
99072,,,,,,,,
99073,,,,91128000.0,,60143000.0,30985000.0,51051000.0
99074,,,,,,,,
99075,,,,,,,,
99076,,,,,,,,
99077,,,,,,,,
99078,,,,,,,,
99079,,,,,,,,
99080,,,,,,,,
99081,,,,,,,,
99082,,,,,,,,
99083,,,,,,,,
99084,,,,,,,,
99085,,,,,,,,
99086,,,,,,,,
99087,,,,,,,,
99088,,,,,,,,
99089,,,,,,,,
99090,,,,,,,-186000.0,-194000.0
99091,,,,,,,,
99092,,,,,,,,
99093,,,,11000.0,11000.0,,,
99094,,,,,,,,
99095,,,,,,,,
99096,,,,,,68000.0,-68000.0,-68000.0
99097,,,,3803000.0,,3271000.0,532000.0,152000.0
99098,,,,,,,,
99099,,,,,,,,
99100,,,,,,,,
99101,,,,,,,,
99102,,,,,,,,
99103,,,,,,,,
99104,,,,,,,528000.0,479000.0
99105,,,,,,,,
99106,,,,,,,,
99107,,,,,,,,
99108,,,,11939000.0,,4594000.0,7345000.0,399000.0
99109,,,,,,,14000.0,4000.0
99110,,,,,,,,
99111,,,,,,,,
99112,,,,,,,32000.0,30000.0
99113,,,,,,,,
99114,,,,,,,,
99115,,,,,,,2435000.0,2418000.0
99116,,,,,,,,
99117,,,,,,,,
99118,,,,,,,,
99119,,,,,,,,
99120,,,,,,,,
99121,,,,,,,,
99122,,,,,,,115000.0,52000.0
99123,,,,,,,3288000.0,2719000.0
99124,,,,,,,9063000.0,8271000.0
99125,,,,,,,,
99126,,,,,,,,
99127,,,,,,,,
99128,,,,,,,,
99129,,,,,,,,
99130,,,,,,,,
99131,,,,,,,,
99132,,,,,,,,
99133,,,,,,,,
99134,,,,,,,,
99135,,,,,,,,
99136,,,,,,,,
99137,,,,,,,2770000.0,2477000.0
99138,,,,,,,331000.0,233000.0
99139,,,,,,,,
99140,,,,,,,,
99141,,,,,,,1792000.0,1325000.0
99142,,,,,,,,
99143,,,,,,,,
99144,,,,,,,857000.0,741000.0
99145,,,,,,,-2000.0,-13000.0
99146,,,,,,,,
99147,,,,,,,,
99148,,,,,,,,
99149,,,,,,,-1088000.0,-1285000.0
99150,,,,,,,,
99151,,,,,,,130000.0,-123000.0
99152,,,,,,,,
99153,,,,,,,,
99154,,,,,,,,
99155,,,,,,,,
99156,,,,,,,,
99157,,,,,,,,
99158,,,,,,,,
99159,,,,,,,,
99160,,,,,,,,
99161,,,,,,,,
99162,,,,2862000.0,,4525000.0,-1663000.0,-1899000.0
99163,,,,,,,,
99164,,,,,,,,
99165,,,,,,,,
99166,,,,,,,,
99167,,,,,,,,
99168,,,,,,,,
99169,,,,,,,,
99170,,,,,,,,
99171,,,,,,,,
99172,,,,,,,,
99173,,,,,,,,
99174,,,,,,,,
99175,,,,,,,,
99176,,,,,,,6117000.0,4726000.0
99177,,,,,,,,
99178,,,,,,,,
99179,,,,,,,,
99180,,,,,,,,
99181,,,,,,,,
99182,,,,12212000.0,,9507000.0,2705000.0,787000.0
99183,,,,,,,,
99184,,,,17404000.0,,11113000.0,6291000.0,5063000.0
99185,,,,,,,,
99186,,,,,,,,
99187,,,,,,,,
99188,,,,,,,102000.0,49000.0
99189,,,,,,,,
99190,,,,,,,36082000.0,29695000.0
99191,,,,,,,,
99192,,,,,,,,
99193,,,,,,,,
99194,,,,,,,5751000.0,3309000.0
99195,,,,,,,,
99196,,,,,,,151000.0,61000.0
99197,,,,,,,,
99198,,,,,,,,
99199,,,,,,,,
99200,,,,,,,235000.0,170000.0
99201,,,,,,,,
99202,,,,,,,,
99203,,,,,,,,
99204,,,,,,,,
99205,,,,,,,,
99206,,,,,,,,
99207,,,,,,,,
99208,,,,,,,,
99209,,,,,,,54000.0,23000.0
99210,,,,,,,,
99211,,,,,,,,
99212,,,,,,,,
99213,,,,,,,7795000.0,7042000.0
99214,,,,,,,,
99215,,,,,,,,
99216,,,,,,,,
99217,,,,,,,16310000.0,12816000.0
99218,,,,,,,,
99219,,,,,,,,
99220,,,,,,,,
99221,,,,,,,,
99222,,,,,,,,
99223,,,,,,,,
99224,,,,,,,5199000.0,3396000.0
99225,,,,,,,,
99226,,,,,,,,
99227,,,,,,,7561000.0,5308000.0
99228,,,,,,,,
99229,,,,,,,,
99230,,,,,,,,
99231,,,,,,,,
99232,,,,,,,,
99233,,,,,,,,
99234,,,,,,,,
99235,,,,,,,,
99236,,,,,,,-1951000.0,4676000.0
99237,,,,,,,,
99238,,,,,,,,
99239,,,,,,,,
99240,,,,,,,1372000.0,1113000.0
99241,,,,,,,42938000.0,37628000.0
99242,,,,,,,,
99243,,,,,,,,
99244,,,,,,,,
99245,,,,,,,,
99246,,,,177000.0,,,177000.0,160000.0
99247,,,,,,,,
99248,,,,,,,,
99249,,,,,,,,
99250,,,,,,,,
99251,,,,,,,,
99252,,,,,,,,
99253,,,,,,,,
99254,,,,,,,,-82000.0
99255,,,,,,,,
99256,,,,,,,,
99257,,,,,,,,
99258,,,,,,,,
99259,,,,,,,,
99260,,,,,,,,
99261,,,,,,,,
99262,,,,,,,-2303000.0,-1129000.0
99263,,,,1146000.0,,647000.0,499000.0,382000.0
99264,,,,,,,,
99265,,,,,,,230000.0,132000.0
99266,,,,,,,,
99267,,,,,,,,
99268,,,,,,316000.0,-316000.0,-321000.0
99269,,,,,,,,
99270,,,,,,,,
99271,,,,,,,,
99272,,,,,,,,
99273,,,,,,,,
99274,,,,,,,,
99275,,,,,,,,
99276,,,,-9000.0,,,-9000.0,-18000.0
99277,,,,,,,,
99278,,,,,,,,
99279,,,,,,,,
99280,,,,,,,,
99281,,,,,,,-1611000.0,-1909000.0
99282,,,,,,,,
99283,,,,,,,,
99284,,,,,,,,
99285,,,,,,,,
99286,,,,,,,,
99287,,,,,,,,
99288,,,,,,,2838000.0,1761000.0
99289,,,,,,,,
99290,,,,,,,,
99291,,,,,,,559000.0,2490000.0
99292,,,,,,,,
99293,,,,,,,,
99294,,,,,,,1394000.0,1210000.0
99295,,,,,,,,
99296,,,,,,,,
99297,,,,,,,,
99298,,,,5694000.0,,5074000.0,620000.0,505000.0
99299,,,,,,,,
99300,,,,,,,,
99301,,,,67000.0,,,67000.0,4000.0
99302,,,,,,,546000.0,501000.0
99303,,,,,,,,
99304,,,,,,,1924000.0,1730000.0
99305,,,,,,,,
99306,,,,,,,,
99307,,,,,,,378000.0,330000.0
99308,,,,,,,,
99309,,,,,,,1202000.0,1099000.0
99310,,,,,,,138000.0,85000.0
99311,,,,,,,,
99312,,,,,,,,
99313,,,,,,,,
99314,,,,,,,,
99315,,,,,,,,
99316,,,,,,,,
99317,,,,,,,,
99318,,,,,,,,
99319,,,,,,,,
99320,,,,,,,,
99321,,,,,,,,
99322,,,,,,,,
99323,,,,788000.0,,760000.0,28000.0,19000.0
99324,,,,,,,,
99325,,,,,,,,
99326,,,,,,,,
99327,,,,,,,,
99328,,,,,,,,
99329,,,,,,,,
99330,,,,,,,,
99331,,,,,,,,
99332,,,,,,,,
99333,,,,,,,,
99334,,,,,,,,
99335,,,,,,,,
99336,,,,,,,,
99337,,,,,,,,
99338,,,,,,,223000.0,73000.0
99339,,,,,,,,
99340,,,,,,,,
99341,,,,,,,,
99342,,,,63000.0,,,63000.0,26000.0
99343,,,,,,,,
99344,,,,,,,,
99345,,,,,,,-16000.0,-52000.0
99346,,,,,,,,
99347,,,,,,,92000.0,86000.0
99348,,,,,,,,
99349,,,,6318000.0,,,6318000.0,5874000.0
99350,,,,,,,,
99351,,,,838000.0,,794000.0,44000.0,48000.0
99352,,,,,,,,
99353,,,,,,,,
99354,,,,,,,,
99355,,,,,,,,
99356,,,,,,,,
99357,,,,,,,,
99358,,,,,,,23477000.0,20819000.0
99359,,,,,,,,
99360,,,,,,,,
99361,,,,,,,,
99362,,,,,,,,
99363,,,,,,,,
99364,,,,,,,,
99365,,,,972000.0,15000.0,5000.0,952000.0,946000.0
99366,,,,,,,31000.0,19000.0
99367,,,,,,,,
99368,,,,,,,,
99369,,,,,,,83000.0,73000.0
99370,,,,,,,,
99371,,,,112000.0,,,112000.0,129000.0
99372,,,,,,,,
99373,,,,,,,,
99374,,,,,,,,
99375,,,,,,,,
99376,,,,,,,,
99377,,,,,,,,
99378,,,,,,,,
99379,,,,,,,,
99380,,,,,,,214000.0,-81000.0
99381,,,,,,,,
99382,,,,,,,,
99383,,,,,,,,
99384,,,,,,,,
99385,,,,,,,,
99386,,,,,,,,
99387,,,,,,,,
99388,,,,,,,1013000.0,495000.0
99389,,,,,,,,
99390,,,,,,,7830000.0,7391000.0
99391,,,,,,,9627000.0,9133000.0
99392,,,,,,,,
99393,,,,,,,,
99394,,,,,,,1874000.0,1586000.0
99395,,,,,,,,
99396,,,,75147000.0,,60888000.0,14259000.0,9048000.0
99397,,,,,,,,
99398,,,,,,,6376000.0,5911000.0
99399,,,,,,,,
99400,,,,,,,,
99401,,,,,,,,
99402,,,,,,,108000.0,-54000.0
99403,,,,4654000.0,,3781000.0,873000.0,217000.0
99404,,,,,,,,
99405,,,,,,,374000.0,249000.0
99406,,,,,,,,
99407,,,,,,,601000.0,553000.0
99408,,,,,,,,
99409,,,,,,,,
99410,,,,,,,,
99411,,,,,,,5743000.0,5894000.0
99412,,,,,,,1279000.0,452000.0
99413,,,,,,,2137000.0,1998000.0
99414,,,,,,,4452000.0,3615000.0
99415,,,,,,,,
99416,,,,,,,,
99417,,,,,,,,
99418,,,,,,,301000.0,52000.0
99419,,,,,,,,
99420,,,,,,,,
99421,,,,,,,,
99422,,,,,,,,
99423,,,,,,,,
99424,,,,,,,-48000.0,-65000.0
99425,,,,,,,,
99426,,,,100000.0,5000.0,58000.0,37000.0,21000.0
99427,,,,,,,,
99428,,,,,,,,
99429,,,,,,,,
99430,,,,,,,,
99431,,,,,,,,
99432,,,,20197000.0,,1066000.0,19131000.0,1138000.0
99433,,,,,,,114000.0,155000.0
99434,,,,,,,-582000.0,-669000.0
99435,,,,,,,,
99436,,,,,,,403000.0,356000.0
99437,,,,,,,251000.0,209000.0
99438,,,,,,,,
99439,,,,,,,,
99440,,,,,,,,
99441,,,,,,,,
99442,,,,,,,,
99443,,,,,,,,
99444,,,,,,,,
99445,,,,,,,,
99446,,,,,,,845000.0,233000.0
99447,,,,27000.0,,,27000.0,1000.0
99448,,,,,,,,
99449,,,,,,,,
99450,,,,,,,,
99451,,,,,,,,
99452,,,,,,,,
99453,,,,,,,,
99454,,,,,,,,
99455,,,,,,,,
99456,,,,,,,,
99457,,,,,,,,
99458,,,,,,,,
99459,,,,,,,,
99460,,,,,,,,
99461,,,,,,,,
99462,,,,,,,104000.0,35000.0
99463,,,,,,,,
99464,,,,,,,,
99465,,,,,,,441000.0,160000.0
99466,,,,,,,-7419000.0,-8314000.0
99467,,,,3366000.0,,,3366000.0,3131000.0
99468,,,,,,,,
99469,,,,,,,,
99470,,,,,,,,
99471,,,,,,,,
99472,,,,,,,,
99473,,,,,,,31899000.0,29238000.0
99474,,,,,,,194000.0,116000.0
99475,,,,,,,,
99476,,,,,,,,
99477,,,,,,,,
99478,,,,,,,,
99479,,,,,,,,
99480,,,,,,,,
99481,,,,,,,,
99482,,,,,,,,
99483,,,,,,,,
99484,,,,,,,,
99485,,,,,,,,
99486,,,,,,,,
99487,,,,,,,,
99488,,,,,,,,
99489,,,,2891000.0,,,2891000.0,2689000.0
99490,,,,,,,,
99491,,,,,,,,
99492,,,,,,,910000.0,695000.0
99493,,,,,,,,
99494,,,,,,,,
99495,,,,,,,,
99496,,,,,,,,
99497,,,,,,,,
99498,,,,,,,,
99499,,,,,,,,
99500,,,,,,,,
99501,,,,,,,,
99502,,,,,,,,
99503,,,,,,,5730000.0,5386000.0
99504,,,,,,,,
99505,,,,,,,,
99506,,,,,,,,
99507,,,,,,,,
99508,,,,-12941000.0,,5400000.0,-18341000.0,-5818000.0
99509,,,,,,,,
99510,,,,,,,,
99511,,,,10982000.0,,6505000.0,4477000.0,3163000.0
99512,,,,8649000.0,,3032000.0,5617000.0,77622000.0
99513,,,,,,,,
99514,,,,,,,,
99515,,,,,,,,
99516,,,,,,,,
99517,,,,,,,,
99518,,,,155000.0,,,155000.0,155000.0
99519,,,,,,,,
99520,,,,,,,,
99521,,,,,,,,
99522,,,,,,,48000.0,44000.0
99523,,,,,,,,
99524,,,,,,,,
99525,,,,,,,,
99526,,,,,,,,
99527,,,,,,,,
99528,,,,127954000.0,,30467000.0,97487000.0,70417000.0
99529,,,,,,,,
99530,,,,,,,2339000.0,1372000.0
99531,,,,,,,,
99532,,,,,,,,
99533,,,,,,,,
99534,,,,,,,,
99535,,,,,,,,
99536,,,,,,,,
99537,,,,,,,,
99538,,,,,,,,
99539,,,,,,,,
99540,,,,,,,,
99541,,,,,,,,
99542,,,,,,,,
99543,,,,,,,,
99544,,,,,,,22869000.0,21190000.0
99545,,,,,,,,
99546,,,,,,,,
99547,,,,,,,,
99548,,,,,,,,
99549,,,,,,,4294000.0,3528000.0
99550,,,,,,,247000.0,173000.0
99551,,,,,,,,
99552,,,,,,,,
99553,,,,,,,,
99554,,,,,,,,
99555,,,,,,,,
99556,,,,,,,,
99557,,,,,,,,
99558,,,,,,,,
99559,,,,,,,,
99560,,,,,,,,
99561,,,,,,,3573000.0,3301000.0
99562,,,,,,,,
99563,,,,,,,,
99564,,,,,,,,
99565,,,,,,,,
99566,,,,,,,,
99567,,,,243000.0,,243000.0,,
99568,,,,,,,,
99569,,,,,,,,
99570,,,,,,,1656000.0,500000.0
99571,,,,,,,,
99572,,,,,,,18000.0,-7000.0
99573,,,,,,,,
99574,,,,,,,,
99575,,,,,,,2881000.0,1675000.0
99576,,,,,,,12682000.0,9673000.0
99577,,,,,,,,
99578,,,,72901000.0,,26364000.0,46537000.0,41017000.0
99579,,,,174000.0,,,174000.0,89000.0
99580,,,,,,,2899000.0,844000.0
99581,,,,4589000.0,,,4589000.0,3304000.0
99582,,,,,,,,
99583,,,,,,,,
99584,,,,,,,,
99585,,,,,,,,
99586,,,,,,,,
99587,,,,,,,,
99588,,,,,,,,
99589,,,,,,,,
99590,,,,,,,,
99591,,,,,,,,
99592,,,,,,,,
99593,,,,,,,,-4000.0
99594,,,,,,,98000.0,47000.0
99595,,,,,,,,
99596,,,,,,,2113000.0,1808000.0
99597,,,,,,,,
99598,,,,,,,,
99599,,,,,,,1817000.0,1452000.0
99600,,,,,,,,
99601,,,,,,,,
99602,,,,,,,,
99603,,,,,,,,
99604,,,,,,,,
99605,,,,,,,,
99606,,,,,,,,
99607,,,,,,,,
99608,,,,,,,,
99609,,,,,,,16000.0,67000.0
