,Коэффициент текущей ликвидности,Коэффициент быстрой ликвидности,Коэффициент абсолютной ликвидности
107941,1.6667,1.6667,0.2667
107942,1.1442,0.7272,0.2675
107943,0.8592,0.5522,0.0032
107944,1.5856,0.3821,0.028
107945,,,
107946,,,
107947,,,
107948,,,
107949,,,
107950,,,
107951,,,
107952,,,
107953,,,
107954,,,
107955,,,
107956,,,
107957,,,
107958,,,
107959,,,
107960,,,
107961,1.7873,1.7232,0.1956
107962,1.0224,0.9817,0.0943
107963,,,
107964,,,
107965,0.5313,0.5313,0.0156
107966,,,
107967,17.75,17.75,0.4
107968,,,
107969,,,
107970,,,
107971,,,
107972,,,
107973,,,
107974,,,
107975,4.096,2.387,1.5539
107976,,,
107977,,,
107978,,,
107979,,,
107980,1.3553,1.2987,0.0019
107981,,,
107982,,,
107983,,,
107984,,,
107985,,,
107986,,,
107987,,,
107988,,,
107989,,,
107990,,,
107991,,,
107992,,,
107993,,,
107994,,,
107995,,,
107996,,,
107997,,,
107998,,,
107999,,,
108000,1.3218,1.3218,0.029
108001,,,
108002,,,
108003,,,
108004,,,
108005,0.0295,0.0295,0.0095
108006,,,
108007,,,
108008,,,
108009,,,
108010,1.0134,0.6123,0.0002
108011,,,
108012,,,
108013,,,
108014,,,
108015,,,
108016,,,
108017,,,
108018,,,
108019,,,
108020,,,
108021,,,
108022,,,
108023,,,
108024,,,
108025,,,
108026,,,
108027,4.1661,1.549,0.4538
108028,,,
108029,,,
108030,,,
108031,,,
108032,,,
108033,0.9069,0.6997,0.0093
108034,,,
108035,,,
108036,2.3298,0.3319,0.1128
108037,,,
108038,1.2386,0.3378,0.1035
108039,,,
108040,,,
108041,,,
108042,18.6061,16.5152,2.0909
108043,,,
108044,,,
108045,,,
108046,56.9244,20.88,12.8578
108047,,,
108048,,,
108049,,,
108050,,,
108051,,,
108052,0.9952,0.6504,0.2631
108053,22.6258,14.2305,0.7303
108054,,,
108055,,,
108056,,,
108057,0.7664,0.7664,0.1511
108058,1.1591,0.3142,
108059,75.434,42.5283,34.9623
108060,,,
108061,,,
108062,1.5702,1.5702,0.4777
108063,,,
108064,,,
108065,,,
108066,,,
108067,,,
108068,7.2558,7.2558,
108069,0.1003,0.0969,0.0041
108070,,,
108071,,,
108072,,,
108073,,,
108074,,,
108075,,,
108076,,,
108077,,,
108078,21.2937,4.6349,0.2937
108079,,,
108080,1.5986,0.5651,0.0576
108081,1.0981,1.0002,
108082,,,
108083,,,
108084,,,
108085,,,
108086,199.6667,199.6667,19.0
108087,,,
108088,,,
108089,9.3229,7.4129,0.2711
108090,,,
108091,,,
108092,,,
108093,1.3881,1.1202,0.0193
108094,3.4583,3.447,2.5472
108095,1.3525,1.327,1.1942
108096,1.4357,0.8815,0.0063
108097,,,
108098,,,
108099,,,
108100,,,
108101,,,
108102,,,
108103,,,
108104,,,
108105,1.2536,1.1951,0.0518
108106,,,
108107,,,
108108,53.8243,20.2207,2.9955
108109,5.0581,5.0581,0.8081
108110,1.0142,1.0142,0.0039
108111,,,
108112,,,
108113,,,
108114,,,
108115,,,
108116,,,
108117,,,
108118,1.1323,0.673,0.5253
108119,0.1516,0.1451,0.044
108120,,,
108121,,,
108122,,,
108123,1.0208,0.7128,0.0976
108124,,,
108125,,,
108126,,,
108127,,,
108128,,,
108129,,,
108130,,,
108131,,,
108132,,,
108133,,,
108134,,,
108135,,,
108136,0.0319,0.0319,0.0251
108137,,,
108138,1.9168,1.3547,0.5542
108139,,,
108140,37.8898,37.8898,5.7627
108141,,,
108142,,,
108143,,,
108144,,,
108145,,,
108146,,,
108147,,,
108148,,,
108149,1.7887,0.1569,0.0694
108150,,,
108151,,,
108152,,,
108153,32.0,0.84,0.04
108154,,,
108155,,,
108156,,,
108157,,,
108158,,,
108159,3.0,3.0,0.1333
108160,,,
108161,,,
108162,,,
108163,,,
108164,,,
108165,,,
108166,,,
108167,4.5797,0.1596,0.1157
108168,1.1673,1.1651,0.1932
108169,,,
108170,,,
108171,,,
108172,,,
108173,,,
108174,1.27,1.0492,0.0118
108175,,,
108176,,,
108177,2.4723,2.3721,0.0041
108178,2.6453,1.6266,0.0734
108179,103.5,103.5,86.0
108180,,,
108181,,,
108182,,,
108183,,,
108184,,,
108185,,,
108186,,,
108187,,,
108188,,,
108189,,,
108190,,,
108191,2.1723,1.8162,0.7011
108192,,,
108193,12.3054,10.4368,0.002
108194,,,
108195,,,
108196,,,
108197,1.0926,0.963,0.2469
108198,,,
108199,,,
108200,,,
108201,,,
108202,1.0151,0.7773,0.0912
108203,,,
108204,,,
108205,,,
108206,,,
108207,236.2,236.2,117.6
108208,,,
108209,,,
108210,,,
108211,,,
108212,1.4505,1.4505,0.0198
108213,,,
108214,,,
108215,,,
108216,,,
108217,,,
108218,,,
108219,,,
108220,,,
108221,5.2841,2.8864,0.6761
108222,,,
108223,0.566,0.4717,
108224,,,
108225,,,
108226,,,
108227,,,
108228,,,
108229,15.7714,15.7143,15.0143
108230,0.165,0.165,0.0922
108231,,,
108232,4.3276,1.6222,0.1371
108233,1.0403,1.0403,0.4919
108234,,,
108235,,,
108236,,,
108237,,,
108238,,,
108239,,,
108240,,,
108241,,,
108242,21.9541,1.274,0.6729
108243,13.2053,1.2467,0.8095
108244,,,
108245,,,
108246,,,
108247,,,
108248,,,
108249,,,
108250,0.2546,0.1341,0.0221
108251,1.0111,0.4102,0.0004
108252,,,
108253,,,
108254,,,
108255,,,
108256,7.3734,5.4399,0.2084
108257,0.0546,0.0546,
108258,,,
108259,,,
108260,,,
108261,,,
108262,,,
108263,,,
108264,,,
108265,,,
108266,,,
108267,,,
108268,,,
108269,4.4555,2.4977,0.5225
108270,,,
108271,1.5687,1.5687,0.1574
108272,,,
108273,,,
108274,0.2158,0.1151,0.0971
108275,,,
108276,,,
108277,,,
108278,,,
108279,1.0756,1.0384,
108280,1.7874,0.9632,0.0325
108281,,,
108282,,,
108283,,,
108284,6.3333,6.3333,6.3333
108285,,,
108286,139.623,139.623,0.7377
108287,,,
108288,,,
108289,,,
108290,,,
108291,,,
108292,,,
108293,,,
108294,,,
108295,,,
108296,,,
108297,,,
108298,,,
108299,,,
108300,,,
108301,,,
108302,,,
108303,,,
108304,,,
108305,,,
108306,,,
108307,18.0296,12.0947,1.432
108308,,,
108309,,,
108310,,,
108311,,,
108312,,,
108313,,,
108314,,,
108315,3.5593,3.5593,2.5747
108316,,,
108317,,,
108318,,,
108319,,,
108320,,,
108321,,,
108322,,,
108323,,,
108324,,,
108325,,,
108326,11.1219,7.5227,0.0788
108327,,,
108328,,,
108329,0.5988,0.5012,0.4136
108330,0.5468,0.0253,0.0106
108331,,,
108332,,,
108333,,,
108334,,,
108335,1.0044,1.0044,0.3951
108336,,,
108337,,,
108338,,,
108339,1.099,1.0203,0.5943
108340,,,
108341,,,
108342,,,
108343,,,
108344,,,
108345,,,
108346,1.6154,1.6154,0.4615
108347,,,
108348,,,
108349,,,
108350,,,
108351,1.0012,1.0012,0.0186
108352,,,
108353,,,
108354,,,
108355,,,
108356,,,
108357,,,
108358,,,
108359,0.4787,0.4787,0.0426
108360,,,
108361,,,
108362,2.343,2.343,2.343
108363,,,
108364,,,
108365,,,
108366,,,
108367,,,
108368,65.0714,61.7,2.8429
108369,,,
108370,0.2373,0.2271,0.0075
108371,,,
108372,,,
108373,,,
108374,,,
108375,,,
108376,,,
108377,,,
108378,,,
108379,50.6939,33.3429,11.4408
108380,,,
108381,,,
108382,1.0328,0.3198,0.0011
108383,15.6992,15.6992,4.9624
108384,,,
108385,,,
108386,,,
108387,,,
108388,6.8683,4.8016,0.7591
108389,,,
108390,,,
108391,,,
108392,,,
108393,,,
108394,,,
108395,,,
108396,,,
108397,1.0008,1.0008,0.8311
108398,,,
108399,,,
108400,,,
108401,,,
108402,1.6915,1.6915,0.2604
108403,,,
108404,,,
108405,,,
108406,,,
108407,0.0062,0.0062,0.0031
108408,,,
108409,,,
108410,,,
108411,1.3872,1.0095,0.0097
108412,,,
108413,1.6696,0.4942,0.1005
108414,,,
108415,,,
108416,40.7595,7.4684,5.7342
108417,0.8258,0.3303,0.3303
108418,,,
108419,0.968,0.3624,0.0444
108420,,,
108421,,,
108422,,,
108423,,,
108424,,,
108425,,,
108426,,,
108427,,,
108428,,,
108429,36.5556,12.8889,0.2222
108430,,,
108431,,,
108432,,,
108433,,,
108434,,,
108435,0.1499,0.1482,0.0092
108436,,,
108437,,,
108438,,,
108439,,,
108440,,,
108441,,,
108442,,,
108443,,,
108444,,,
108445,,,
108446,,,
108447,,,
108448,1.7627,1.7627,0.1356
108449,11.8055,9.9611,0.3624
108450,,,
108451,,,
108452,,,
108453,5.219,5.219,0.203
108454,2.2835,2.2835,
108455,,,
108456,,,
108457,,,
108458,4.1259,1.7793,0.723
108459,,,
108460,,,
108461,,,
108462,,,
108463,,,
108464,,,
108465,3.155,0.7011,
108466,,,
108467,,,
108468,1.9581,1.7491,
108469,,,
108470,,,
108471,,,
108472,,,
108473,,,
108474,,,
108475,,,
108476,,,
108477,0.475,0.475,0.0373
108478,4.8064,4.6286,1.9761
108479,,,
108480,,,
108481,2.9091,2.9091,0.4949
108482,,,
108483,,,
108484,,,
108485,5.7339,2.8723,2.2674
108486,12.5754,10.6487,2.4697
108487,,,
108488,,,
108489,,,
108490,,,
108491,,,
108492,,,
108493,,,
108494,,,
108495,,,
108496,,,
108497,1.2042,1.2042,1.0229
108498,,,
108499,,,
108500,1.372,0.7743,0.6924
108501,,,
108502,1.2917,0.3993,0.0868
108503,,,
108504,,,
108505,,,
108506,,,
108507,6.1553,2.1772,0.0588
108508,,,
108509,,,
108510,,,
108511,,,
108512,,,
108513,,,
108514,,,
108515,,,
108516,,,
108517,0.8725,0.8725,0.0201
108518,,,
108519,,,
108520,,,
108521,,,
108522,,,
108523,,,
108524,,,
108525,,,
108526,,,
108527,,,
108528,,,
108529,,,
108530,,,
108531,,,
108532,0.1387,0.1387,0.0109
108533,,,
108534,,,
108535,,,
108536,,,
108537,,,
108538,1.1373,1.1278,0.1412
108539,,,
108540,,,
108541,,,
108542,,,
108543,,,
108544,,,
108545,,,
108546,8.1899,7.3165,1.3544
108547,,,
108548,,,
108549,0.9116,0.9116,0.0366
108550,,,
108551,1.4028,1.0943,0.4778
108552,,,
108553,1.1179,1.0902,0.0872
108554,48.1875,48.1875,45.6875
108555,,,
108556,,,
108557,,,
108558,19.4,13.0,2.0
108559,,,
108560,,,
108561,,,
108562,,,
108563,,,
108564,,,
108565,1.2181,0.5451,0.5111
108566,152.0,152.0,105.9444
108567,,,
108568,,,
108569,,,
108570,0.2857,0.2857,
108571,0.9782,0.3563,0.0434
108572,0.2576,0.2271,
108573,,,
108574,184.8017,93.6897,6.9741
108575,,,
108576,2.7406,0.9781,
108577,,,
108578,2.7412,2.5997,0.8698
108579,,,
108580,,,
108581,,,
108582,3.4,3.0,3.0
108583,,,
108584,,,
108585,8.7383,8.7383,7.8024
108586,1.6404,1.6156,0.2273
108587,,,
108588,,,
108589,,,
108590,,,
108591,,,
108592,,,
108593,,,
108594,,,
108595,3.585,3.3199,1.7869
108596,,,
108597,,,
108598,,,
108599,,,
108600,,,
108601,,,
108602,2.8313,0.6205,0.1265
108603,,,
108604,,,
108605,,,
108606,,,
108607,,,
108608,,,
108609,,,
108610,,,
108611,,,
108612,,,
108613,2.0529,1.1059,0.6059
108614,,,
108615,,,
108616,,,
108617,,,
108618,1.3689,1.2209,0.6639
108619,0.9868,0.5898,0.2617
108620,,,
108621,,,
108622,1.2467,0.5874,0.021
108623,96.0,75.1,22.7
108624,1.2773,1.2773,0.0011
108625,,,
108626,,,
108627,14.0167,,
108628,,,
108629,,,
108630,,,
108631,,,
108632,0.4746,0.4746,0.0018
108633,1.4053,1.4004,0.0503
108634,,,
108635,,,
108636,,,
108637,,,
108638,1.9016,1.4549,0.0369
108639,,,
108640,,,
108641,,,
108642,,,
108643,,,
108644,,,
108645,,,
108646,,,
108647,0.7638,0.7638,
108648,,,
108649,13.5685,3.4328,2.1411
108650,4.2985,4.2596,3.1796
108651,,,
108652,,,
108653,,,
108654,,,
108655,,,
108656,69.5614,68.5351,68.5175
108657,,,
108658,3.6084,3.3735,0.9518
108659,,,
108660,,,
108661,,,
108662,14.1667,14.1667,0.3333
108663,,,
108664,,,
108665,,,
108666,,,
108667,,,
108668,0.6857,0.1254,0.0248
108669,1.101,1.0564,0.023
108670,,,
108671,,,
108672,,,
108673,,,
108674,,,
108675,,,
108676,,,
108677,,,
108678,,,
108679,,,
108680,,,
108681,,,
108682,,,
108683,,,
108684,,,
108685,,,
108686,1.0788,1.0788,0.6998
108687,,,
108688,,,
108689,0.7232,0.7232,0.7232
108690,,,
108691,,,
108692,,,
108693,,,
108694,248.57,248.57,
108695,,,
108696,0.1242,0.1242,0.0865
108697,,,
108698,,,
108699,,,
108700,31.3529,28.6176,19.5
108701,5.5818,5.4364,0.0848
108702,,,
108703,,,
108704,,,
108705,,,
108706,,,
108707,,,
108708,,,
108709,,,
108710,,,
108711,1.1226,1.0977,0.1226
108712,,,
108713,,,
108714,,,
108715,1.2189,0.8523,0.4761
108716,,,
108717,0.8558,0.6281,0.0182
108718,,,
108719,1.077,0.0817,0.0606
108720,1.7747,1.4852,0.4574
108721,,,
108722,,,
108723,,,
108724,,,
108725,20.6667,20.6667,0.3333
108726,,,
108727,,,
108728,,,
108729,,,
108730,,,
108731,1.2061,1.2061,1.1799
108732,,,
108733,1.9091,1.9091,0.8182
108734,,,
108735,,,
108736,,,
108737,,,
108738,1.6075,0.7583,0.2032
108739,0.9455,0.9451,0.0168
108740,,,
108741,,,
108742,,,
108743,,,
108744,1.8367,1.39,0.027
108745,1.3342,1.1587,0.1702
108746,1.0491,0.9025,0.0032
108747,,,
108748,1.7744,1.443,0.0195
108749,,,
108750,,,
108751,,,
108752,,,
108753,,,
108754,,,
108755,10.6429,3.1679,0.9893
108756,,,
108757,,,
108758,,,
108759,,,
108760,,,
108761,,,
108762,,,
108763,,,
108764,,,
108765,,,
108766,2.7311,2.7311,2.1504
108767,,,
108768,,,
108769,0.4749,0.4719,
108770,,,
108771,,,
108772,,,
108773,0.031,0.031,0.0106
108774,,,
108775,,,
108776,,,
108777,34.5946,24.3514,0.2703
108778,,,
108779,,,
108780,,,
108781,70.5405,47.8919,7.0
108782,0.2273,0.2273,0.2273
108783,,,
108784,,,
108785,4.5969,3.1827,0.0228
108786,,,
108787,,,
108788,,,
108789,,,
108790,,,
108791,,,
108792,,,
108793,,,
108794,10.022,8.8104,4.9741
108795,,,
108796,,,
108797,,,
108798,1.1763,1.149,0.0106
108799,2.1298,2.1298,1.3018
108800,4.2683,3.898,0.0576
108801,,,
108802,,,
108803,,,
108804,,,
108805,,,
108806,,,
108807,,,
108808,,,
108809,24.3636,8.2121,5.9242
108810,,,
108811,2.0954,2.0954,0.8818
108812,,,
108813,,,
108814,,,
108815,,,
108816,,,
108817,27.4657,27.4657,18.4988
108818,20.3252,20.2235,12.7588
108819,,,
108820,,,
108821,,,
108822,,,
108823,,,
108824,2.0,2.0,0.6
108825,,,
108826,,,
108827,1.5679,0.6587,0.0981
108828,,,
108829,,,
108830,,,
108831,,,
108832,,,
108833,1.9224,1.0695,0.0574
108834,,,
108835,,,
108836,,,
108837,29.5714,25.4286,
108838,,,
108839,,,
108840,,,
108841,,,
108842,,,
108843,2.8647,0.515,0.0376
108844,,,
108845,,,
108846,,,
108847,,,
108848,,,
108849,,,
108850,,,
108851,,,
108852,,,
108853,,,
108854,,,
108855,,,
108856,,,
108857,,,
108858,,,
108859,,,
108860,,,
108861,,,
108862,,,
108863,,,
108864,,,
108865,,,
108866,,,
108867,,,
108868,1.0026,0.4302,0.054
108869,,,
108870,,,
108871,,,
108872,0.0088,0.0088,0.0088
108873,1.3053,1.3053,0.1368
108874,,,
108875,-0.7561,-0.7561,0.2439
108876,,,
108877,,,
108878,,,
108879,,,
108880,,,
108881,,,
108882,,,
108883,8.9375,7.15,5.825
108884,,,
108885,4.6316,0.8289,0.6842
108886,,,
108887,,,
108888,1.5557,0.8366,0.123
108889,,,
108890,,,
108891,,,
108892,,,
108893,4.5916,4.1093,0.1089
108894,,,
108895,2.9583,2.9583,1.625
108896,1.8291,0.3491,
108897,,,
108898,,,
108899,,,
108900,,,
108901,7.7838,7.452,0.6441
108902,,,
108903,,,
108904,0.7582,0.7554,0.6902
108905,,,
108906,1.2978,1.2463,0.0166
108907,,,
108908,,,
108909,,,
108910,2.3593,1.2852,0.9185
108911,,,
108912,,,
108913,1.1002,0.4107,0.1791
108914,,,
108915,14.96,14.96,14.65
108916,0.7253,0.5106,0.0051
108917,3.3538,1.0769,0.4615
108918,,,
108919,,,
108920,,,
108921,,,
108922,,,
108923,1.1609,0.9988,0.0167
108924,,,
108925,,,
108926,,,
108927,20.8233,20.3588,19.1954
108928,,,
108929,2.4521,2.2055,1.5068
108930,,,
108931,,,
108932,,,
108933,,,
108934,,,
108935,2.1534,0.5305,0.0974
108936,,,
108937,,,
108938,,,
108939,,,
108940,16.7776,6.1019,0.0609
108941,,,
108942,,,
108943,1.2536,1.0949,0.1289
108944,,,
108945,,,
108946,,,
108947,,,
108948,,,
108949,,,
108950,,,
108951,0.8807,0.7578,0.2525
108952,,,
108953,,,
108954,,,
108955,,,
108956,,,
108957,,,
108958,0.672,0.3267,0.0243
108959,,,
108960,,,
108961,,,
108962,4.632,0.404,
108963,,,
108964,,,
108965,,,
108966,,,
108967,,,
108968,,,
108969,1.727,0.7401,0.1709
108970,,,
108971,,,
108972,,,
108973,23.7222,23.5,3.0556
108974,4.096,3.1,
108975,,,
108976,,,
108977,3.0,3.0,3.0
108978,466.5222,356.8689,128.5899
108979,,,
108980,,,
108981,,,
108982,,,
108983,,,
108984,2.263,1.3474,0.0025
108985,,,
108986,,,
108987,,,
108988,,,
108989,,,
108990,,,
108991,,,
108992,,,
108993,,,
108994,,,
108995,,,
108996,,,
108997,,,
108998,,,
108999,0.393,0.0451,
109000,,,
109001,,,
109002,,,
109003,,,
109004,,,
109005,,,
109006,1.2146,1.2146,0.5998
109007,,,
109008,,,
109009,,,
109010,,,
109011,0.0156,0.0156,0.0156
109012,1.1485,1.1485,0.4484
109013,,,
109014,,,
109015,,,
109016,2.5656,2.3216,0.6338
109017,,,
109018,,,
109019,,,
109020,,,
109021,,,
109022,,,
109023,,,
109024,,,
109025,,,
109026,,,
109027,,,
109028,,,
109029,1.1412,1.0932,0.202
109030,,,
109031,0.5241,0.5063,0.0004
109032,,,
109033,498.0,,
109034,,,
109035,,,
109036,,,
109037,,,
109038,,,
109039,,,
109040,,,
109041,3.2899,0.597,0.1842
109042,,,
109043,,,
109044,,,
109045,,,
109046,,,
109047,,,
109048,,,
109049,,,
109050,,,
109051,,,
109052,,,
109053,,,
109054,,,
109055,1.3592,1.3592,0.0105
109056,,,
109057,6.9216,1.6569,0.1863
109058,,,
109059,1.1058,0.9636,0.0002
109060,,,
109061,,,
109062,,,
109063,,,
109064,,,
109065,,,
109066,,,
109067,1.5931,0.6858,0.1356
109068,,,
109069,,,
109070,,,
109071,51.1638,39.5289,39.2792
109072,,,
109073,,,
109074,,,
109075,,,
109076,,,
109077,,,
109078,22.1885,19.4344,19.1885
109079,,,
109080,,,
109081,,,
109082,,,
109083,,,
109084,,,
109085,,,
109086,,,
109087,,,
109088,,,
109089,24.0978,2.3587,0.4565
109090,,,
109091,,,
109092,,,
109093,26.0105,13.5924,8.0048
109094,,,
109095,,,
109096,17.2774,14.2028,0.4965
109097,0.7716,0.7716,
109098,1.5538,0.4901,0.02
109099,0.9232,0.1051,0.0061
109100,1.2371,0.6099,0.2472
109101,,,
109102,0.9171,0.598,0.0016
109103,2.2679,0.9821,0.2054
109104,,,
109105,1.2755,0.6091,0.0144
109106,,,
109107,,,
109108,,,
109109,,,
109110,,,
109111,,,
109112,0.0164,0.0164,0.0164
109113,1.8805,1.4578,0.0461
109114,,,
109115,2.5307,1.6644,0.0623
109116,,,
109117,1.6337,1.6325,0.9773
109118,,,
109119,,,
109120,1.5088,1.307,1.1257
109121,,,
109122,,,
109123,,,
109124,,,
109125,,,
109126,,,
109127,,,
109128,,,
109129,,,
109130,,,
109131,,,
109132,,,
109133,10.1543,3.7872,1.0426
109134,,,
109135,,,
109136,0.9957,0.1509,0.0625
109137,,,
109138,2.5589,2.3907,0.0905
109139,,,
109140,,,
109141,,,
109142,,,
109143,,,
109144,,,
109145,,,
109146,,,
109147,,,
109148,3.4571,3.4571,
109149,4.1579,3.6316,3.6316
109150,,,
109151,,,
109152,,,
109153,,,
109154,,,
109155,,,
109156,,,
109157,,,
109158,,,
109159,,,
109160,,,
109161,,,
109162,,,
109163,,,
109164,87.5747,63.5402,11.7356
109165,0.8436,0.8321,0.0501
109166,,,
109167,,,
109168,,,
109169,,,
109170,,,
109171,,,
109172,6.1508,3.6492,
109173,,,
109174,1.2665,0.7603,0.0459
109175,,,
109176,,,
109177,,,
109178,1.0314,0.9834,0.2884
109179,,,
109180,,,
109181,,,
109182,,,
109183,,,
109184,1.0648,0.5861,0.021
109185,2.8143,2.3131,0.07
109186,,,
109187,,,
109188,,,
109189,,,
109190,,,
109191,,,
109192,,,
109193,,,
109194,5.2013,1.3102,0.8515
109195,1.3214,0.6079,0.0175
109196,,,
109197,1.0271,0.8994,0.0909
109198,,,
109199,,,
109200,,,
109201,,,
109202,,,
109203,,,
109204,,,
109205,,,
109206,,,
109207,,,
109208,,,
109209,,,
109210,1.4404,0.344,0.2481
109211,,,
109212,,,
109213,,,
109214,1.2803,0.3029,0.0076
109215,,,
109216,10.6358,2.1043,0.6784
109217,,,
109218,,,
109219,,,
109220,2.0091,1.7416,0.2019
109221,2.6396,0.6335,0.4167
109222,,,
109223,,,
109224,,,
109225,,,
109226,,,
109227,,,
109228,1.0572,0.903,0.3096
109229,,,
109230,,,
109231,,,
109232,,,
109233,2.4309,1.6284,0.7223
109234,1.0072,1.0072,
109235,,,
109236,,,
109237,,,
109238,,,
109239,128.3548,99.8065,52.3871
109240,1.5002,0.4089,0.0944
109241,,,
109242,,,
109243,1.313,1.3129,0.5894
109244,,,
109245,6.0762,1.5403,0.3235
109246,,,
109247,1.2524,0.8037,
109248,,,
109249,1.1653,0.7927,0.2085
109250,,,
109251,1.0567,1.0535,0.0281
109252,2.157,1.4164,0.6115
109253,,,
109254,2.6393,1.043,0.1129
109255,153.9412,125.902,6.0588
109256,20.341,4.7738,
109257,,,
109258,,,
109259,1.0335,0.89,0.0518
109260,,,
109261,,,
109262,,,
109263,,,
109264,,,
109265,1.0897,0.8174,0.296
109266,,,
109267,,,
109268,3.8628,3.823,0.7301
109269,,,
109270,1.1448,0.9437,0.2252
109271,,,
109272,,,
109273,,,
109274,,,
109275,,,
109276,,,
109277,,,
109278,115.8919,112.8378,17.473
109279,,,
109280,,,
109281,,,
109282,,,
109283,,,
109284,,,
109285,,,
109286,,,
109287,,,
109288,,,
109289,9.8803,0.6623,0.4796
109290,1.1633,0.9186,0.008
109291,,,
109292,,,
109293,1.1736,1.1736,
109294,,,
109295,,,
109296,,,
109297,,,
109298,,,
109299,,,
109300,,,
109301,1.4827,0.9028,0.4575
109302,3.0296,1.1695,0.1649
109303,1.0084,0.8996,0.0382
109304,0.755,0.2104,0.0865
109305,,,
109306,1.118,1.0489,0.3662
109307,,,
109308,,,
109309,1.1429,0.8009,0.4848
109310,,,
109311,25.3665,9.4237,8.1712
109312,,,
109313,,,
109314,,,
109315,,,
109316,,,
109317,,,
109318,,,
109319,,,
109320,,,
109321,,,
109322,,,
109323,,,
109324,3.5892,1.6596,
109325,,,
109326,1.4192,1.4192,0.0005
109327,,,
109328,,,
109329,,,
109330,1.4099,1.4054,0.0659
109331,,,
109332,,,
109333,,,
109334,,,
109335,1.0426,0.1957,0.1106
109336,,,
109337,1.2138,0.186,0.0074
109338,1.0632,1.0632,0.0014
109339,2.2537,0.0797,0.0657
109340,,,
109341,1.0632,1.0445,0.0679
109342,27.8788,27.8788,0.5
109343,,,
109344,,,
109345,,,
109346,1.188,0.8675,
109347,,,
109348,,,
109349,,,
109350,1.5157,0.4355,0.1459
109351,,,
109352,,,
109353,6.6406,5.9676,0.1495
109354,,,
109355,,,
109356,4.3007,0.8169,0.1696
109357,19.4659,7.8892,0.321
109358,,,
109359,,,
109360,,,
109361,,,
109362,,,
109363,0.5455,0.5455,
109364,,,
109365,7.9179,1.4167,0.4965
109366,1.111,1.1095,0.0301
109367,,,
109368,,,
109369,,,
109370,,,
109371,,,
109372,,,
109373,,,
109374,,,
109375,,,
109376,,,
109377,0.9683,0.4133,
109378,,,
109379,,,
109380,3.8664,3.6428,0.3562
109381,1.5008,0.6713,0.114
109382,,,
109383,0.9534,0.3667,0.0011
109384,,,
109385,,,
109386,,,
109387,2.8503,1.8756,0.0869
109388,,,
109389,,,
109390,,,
109391,,,
109392,,,
109393,,,
109394,,,
109395,,,
109396,0.9427,0.1005,
109397,,,
109398,,,
109399,,,
109400,,,
109401,,,
109402,,,
109403,,,
109404,,,
109405,,,
109406,,,
109407,,,
109408,1.8521,0.3416,0.0665
109409,,,
109410,,,
109411,,,
109412,1.4474,1.4405,0.0458
109413,2.8017,2.785,1.1636
109414,,,
109415,,,
109416,,,
109417,,,
109418,,,
109419,,,
109420,,,
109421,4.1655,1.4905,0.6306
109422,,,
109423,,,
109424,,,
109425,3.2634,3.2634,0.3363
109426,,,
109427,,,
109428,,,
109429,522.0,87.0,87.0
109430,1.0324,1.0236,0.288
109431,,,
109432,,,
109433,2.6615,2.3385,0.8462
109434,,,
109435,2.2627,1.1994,0.0854
109436,,,
109437,,,
109438,,,
109439,29.7742,20.9355,
109440,,,
109441,,,
109442,1.3752,1.0,1.0
109443,1.0062,0.8852,0.013
109444,,,
109445,,,
109446,,,
109447,,,
109448,,,
109449,,,
109450,0.4199,0.4199,0.4006
109451,,,
109452,,,
109453,,,
109454,,,
109455,3.0895,1.2417,0.2944
109456,,,
109457,,,
109458,37.8571,14.2857,5.2857
109459,,,
109460,,,
109461,,,
109462,1.1835,0.7213,0.0423
109463,,,
109464,0.7376,0.2036,0.0679
109465,,,
109466,3.2539,3.1219,0.5124
109467,4.7212,2.6839,0.5482
109468,,,
109469,1.2464,1.2426,0.0061
109470,,,
109471,,,
109472,,,
109473,,,
109474,,,
109475,,,
109476,,,
109477,,,
109478,,,
109479,1.0182,0.8744,0.0458
109480,,,
109481,22.3008,11.9943,7.1161
109482,,,
109483,,,
109484,,,
109485,1.2463,0.6704,0.0006
109486,50.4624,2.0602,0.2105
109487,,,
109488,1.5396,1.336,0.1765
109489,2.4286,2.4286,0.2857
109490,,,
109491,,,
109492,,,
109493,,,
109494,,,
109495,,,
109496,,,
109497,,,
109498,,,
109499,1.0448,0.7643,0.6212
109500,,,
109501,,,
109502,,,
109503,,,
109504,,,
109505,,,
109506,,,
109507,,,
109508,10.7729,4.0676,0.3478
109509,,,
109510,,,
109511,,,
109512,7.0,7.0,
109513,,,
109514,,,
109515,,,
109516,,,
109517,45.7487,25.5176,16.1608
109518,,,
109519,,,
109520,,,
109521,,,
109522,,,
109523,,,
109524,8.7564,5.8996,0.0389
109525,,,
109526,,,
109527,1.9974,1.9602,0.2044
109528,,,
109529,,,
109530,55.9355,47.6473,23.266
109531,,,
109532,,,
109533,,,
109534,,,
109535,,,
109536,9.6471,4.34,0.9067
109537,,,
109538,1.0242,0.532,0.0069
109539,,,
109540,,,
109541,,,
109542,,,
109543,,,
109544,,,
109545,,,
109546,,,
109547,,,
109548,,,
109549,,,
109550,,,
109551,,,
109552,,,
109553,,,
109554,,,
109555,,,
109556,,,
109557,,,
109558,102.5333,89.8667,68.3333
109559,,,
109560,12.4411,8.9918,0.0027
109561,,,
