,Коэффициент текущей ликвидности,Коэффициент быстрой ликвидности,Коэффициент абсолютной ликвидности
109562,1.0101,0.7827,
109563,,,
109564,1.3395,1.0971,0.0602
109565,,,
109566,55.3686,19.9093,5.9737
109567,,,
109568,1.4011,1.2123,0.0056
109569,,,
109570,2.6486,0.9924,0.004
109571,5.021,2.4381,0.0698
109572,1.2497,0.4774,0.0065
109573,,,
109574,,,
109575,,,
109576,1.1151,0.9216,0.0193
109577,,,
109578,,,
109579,,,
109580,1.7939,1.5101,1.3434
109581,,,
109582,,,
109583,,,
109584,,,
109585,,,
109586,,,
109587,15.1951,4.1951,0.0325
109588,,,
109589,,,
109590,,,
109591,,,
109592,,,
109593,,,
109594,2.0219,0.8674,0.2424
109595,,,
109596,,,
109597,0.6477,0.13,0.0009
109598,4.086,1.8999,0.1794
109599,,,
109600,,,
109601,1.631,0.5365,0.4034
109602,0.6821,0.6821,0.6636
109603,,,
109604,2.4348,2.4348,0.0072
109605,,,
109606,,,
109607,,,
109608,,,
109609,,,
109610,,,
109611,,,
109612,,,
109613,,,
109614,2.2271,2.1145,0.8194
109615,,,
109616,,,
109617,,,
109618,1.0057,0.9804,0.2961
109619,0.9535,0.6716,0.0077
109620,,,
109621,1.7049,0.9917,0.244
109622,,,
109623,,,
109624,,,
109625,,,
109626,,,
109627,,,
109628,,,
109629,,,
109630,,,
109631,,,
109632,1.0465,0.0465,
109633,35.4407,35.4407,34.8898
109634,,,
109635,,,
109636,,,
109637,,,
109638,,,
109639,1.1174,0.3511,0.0024
109640,,,
109641,,,
109642,,,
109643,,,
109644,1.2925,0.6104,0.1446
109645,,,
109646,,,
109647,,,
109648,,,
109649,,,
109650,14.4444,14.4444,14.3333
109651,,,
109652,,,
109653,,,
109654,,,
109655,,,
109656,1.2071,0.0552,0.0552
109657,1.0407,0.3908,0.1423
109658,,,
109659,,,
109660,,,
109661,,,
109662,,,
109663,3.981,1.4989,0.0879
109664,,,
109665,,,
109666,,,
109667,,,
109668,,,
109669,,,
109670,,,
109671,1.0938,1.0938,0.0389
109672,10.625,1.875,0.5625
109673,,,
109674,6.0,6.0,3.0
109675,,,
109676,,,
109677,,,
109678,2940.0,2940.0,7.0
109679,1.0769,1.0081,0.2137
109680,,,
109681,7.1828,7.1828,0.0018
109682,,,
109683,,,
109684,45.0,44.3636,1.3636
109685,2.903,0.4664,0.1152
109686,,,
109687,,,
109688,,,
109689,,,
109690,,,
109691,,,
109692,,,
109693,,,
109694,,,
109695,3.8008,1.247,0.5896
109696,0.0172,0.0172,0.0057
109697,,,
109698,2.7875,2.7692,1.3993
109699,1.8931,0.5552,0.0161
109700,,,
109701,,,
109702,1.1332,0.2653,0.0545
109703,,,
109704,,,
109705,,,
109706,,,
109707,,,
109708,0.955,0.7661,0.0931
109709,,,
109710,,,
109711,,,
109712,1.1181,0.8424,0.4317
109713,,,
109714,,,
109715,,,
109716,,,
109717,1.0924,0.1502,0.0016
109718,,,
109719,,,
109720,18.5034,7.9931,1.3931
109721,,,
109722,,,
109723,,,
109724,,,
109725,1.1424,0.5958,0.0255
109726,,,
109727,,,
109728,,,
109729,,,
109730,19.83,11.8734,2.5615
109731,,,
109732,,,
109733,,,
109734,,,
109735,0.9449,0.9449,
109736,,,
109737,2.0033,2.0033,0.843
109738,,,
109739,,,
109740,1.2711,1.0979,0.6724
109741,,,
109742,,,
109743,,,
109744,,,
109745,1.2256,0.5557,0.5217
109746,,,
109747,,,
109748,,,
109749,,,
109750,1.7244,1.5195,0.0476
109751,1.3611,1.1835,0.1505
109752,1.0015,1.0015,0.0467
109753,,,
109754,1.4631,0.6133,0.4062
109755,,,
109756,,,
109757,,,
109758,13.5086,8.7661,4.7518
109759,,,
109760,2.3227,1.0248,0.4858
109761,,,
109762,,,
109763,,,
109764,,,
109765,1.9625,1.6647,0.3235
109766,1.3681,0.4444,0.2106
109767,,,
109768,,,
109769,,,
109770,,,
109771,,,
109772,,,
109773,,,
109774,,,
109775,1.2666,0.4715,0.0531
109776,,,
109777,0.521,0.2197,0.1842
109778,,,
109779,1.0999,0.9619,0.4449
109780,,,
109781,0.8213,0.41,0.0723
109782,,,
109783,30.9115,12.0713,4.1966
109784,,,
109785,,,
109786,,,
109787,,,
109788,2.0775,2.0351,0.7717
109789,,,
109790,,,
109791,,,
109792,,,
109793,,,
109794,0.8787,0.6899,0.1197
109795,,,
109796,3.1925,0.3399,
109797,,,
109798,,,
109799,,,
109800,,,
109801,,,
109802,1.2627,0.955,0.2848
109803,,,
109804,,,
109805,,,
109806,,,
109807,,,
109808,,,
109809,1.437,0.4852,0.0403
109810,0.9939,0.1789,0.0057
109811,,,
109812,,,
109813,,,
109814,,,
109815,,,
109816,,,
109817,,,
109818,,,
109819,2.368,0.992,0.057
109820,,,
109821,,,
109822,,,
109823,1.8716,0.0748,0.0002
109824,,,
109825,,,
109826,,,
109827,,,
109828,0.6353,0.6353,
109829,,,
109830,,,
109831,0.8466,0.1845,0.0123
109832,,,
109833,3.2456,0.1154,0.0067
109834,,,
109835,,,
109836,,,
109837,,,
109838,8.75,7.9167,6.75
109839,,,
109840,,,
109841,1.2711,0.8962,0.0508
109842,,,
109843,,,
109844,,,
109845,,,
109846,,,
109847,,,
109848,,,
109849,101.4532,60.2408,34.0357
109850,,,
109851,2.59,2.2385,0.0273
109852,,,
109853,16.5323,0.7258,0.4758
109854,,,
109855,,,
109856,,,
109857,,,
109858,1.1099,1.1099,
109859,,,
109860,,,
109861,1.5625,1.3934,0.0112
109862,,,
109863,,,
109864,,,
109865,,,
109866,,,
109867,,,
109868,,,
109869,,,
109870,2.1651,1.9168,0.0911
109871,,,
109872,,,
109873,,,
109874,1.8918,1.8918,0.0047
109875,7.6367,2.2843,1.0274
109876,,,
109877,,,
109878,,,
109879,,,
109880,,,
109881,,,
109882,,,
109883,,,
109884,3.699,1.4563,0.4854
109885,,,
109886,,,
109887,,,
109888,,,
109889,,,
109890,,,
109891,2.2477,1.9452,0.3964
109892,,,
109893,,,
109894,0.2419,0.169,0.0584
109895,,,
109896,,,
109897,,,
109898,,,
109899,1.1204,0.3241,0.0664
109900,,,
109901,5.9188,3.0081,0.2011
109902,1.5677,1.0946,0.0213
109903,,,
109904,2.4401,1.6354,1.1682
109905,,,
109906,1.8494,0.7781,0.0324
109907,,,
109908,,,
109909,2.1253,1.5433,0.0018
109910,,,
109911,,,
109912,,,
109913,,,
109914,,,
109915,,,
109916,,,
109917,,,
109918,1.1155,1.1088,0.1207
109919,,,
109920,13.4304,6.6146,0.4763
109921,,,
109922,,,
109923,1.5063,0.491,0.1502
109924,,,
109925,544.0,192.0,3.0
109926,,,
109927,1.0716,0.7515,
109928,15.2857,11.1429,11.1429
109929,,,
109930,78.3437,48.279,15.4359
109931,4.4553,1.9709,0.7588
109932,,,
109933,,,
109934,,,
109935,,,
109936,,,
109937,,,
109938,,,
109939,,,
109940,,,
109941,,,
109942,,,
109943,,,
109944,1.0051,0.0122,0.0122
109945,,,
109946,11.593,11.4967,0.5755
109947,8.371,7.6935,7.5
109948,,,
109949,1.4555,0.903,0.2052
109950,2.7845,0.7362,0.1609
109951,1.1674,1.1306,0.6538
109952,,,
109953,,,
109954,,,
109955,,,
109956,,,
109957,7.9635,7.9635,6.3139
109958,,,
109959,,,
109960,,,
109961,6.8093,2.7384,0.0147
109962,,,
109963,0.9649,0.6659,0.0071
109964,,,
109965,,,
109966,0.1209,0.0518,0.0098
109967,,,
109968,,,
109969,,,
109970,5.8703,1.2211,0.1543
109971,,,
109972,1.9382,1.5268,0.5733
109973,,,
109974,,,
109975,,,
109976,,,
109977,,,
109978,,,
109979,,,
109980,2.1907,1.6516,0.6451
109981,,,
109982,,,
109983,,,
109984,,,
109985,19.4762,11.8667,4.4667
109986,,,
109987,64.3577,21.248,20.3081
109988,,,
109989,,,
109990,11.1778,11.1778,
109991,,,
109992,,,
109993,,,
109994,,,
109995,,,
109996,,,
109997,,,
109998,,,
109999,,,
110000,,,
110001,0.4204,0.4204,0.0084
110002,,,
110003,,,
110004,,,
110005,,,
110006,1.4537,0.2201,0.0502
110007,4.0451,3.4135,0.015
110008,,,
110009,0.9964,0.9025,0.0686
110010,,,
110011,,,
110012,,,
110013,,,
110014,,,
110015,,,
110016,,,
110017,,,
110018,21.7304,21.3898,9.6677
110019,20.9131,18.281,14.5879
110020,,,
110021,1.1421,0.8129,0.0916
110022,,,
110023,3.0675,2.7015,1.0431
110024,0.2845,0.271,
110025,2.5751,2.5751,1.2019
110026,,,
110027,0.9137,0.5128,0.0003
110028,13.72,11.0,8.44
110029,,,
110030,,,
110031,1.4646,1.0108,0.0641
110032,,,
110033,,,
110034,,,
110035,,,
110036,,,
110037,,,
110038,,,
110039,,,
110040,,,
110041,,,
110042,0.6007,0.6007,
110043,,,
110044,,,
110045,,,
110046,31.6667,31.6667,13.1333
110047,,,
110048,1.758,1.0649,0.0848
110049,,,
110050,1.4719,1.2204,0.7785
110051,,,
110052,,,
110053,,,
110054,,,
110055,,,
110056,,,
110057,,,
110058,,,
110059,,,
110060,,,
110061,,,
110062,,,
110063,,,
110064,,,
110065,,,
110066,,,
110067,,,
110068,,,
110069,1.8864,0.6532,0.3554
110070,,,
110071,,,
110072,,,
110073,,,
110074,,,
110075,,,
110076,,,
110077,6.6488,3.2174,2.7793
110078,1.1429,1.1298,1.1115
110079,,,
110080,,,
110081,,,
110082,8.1881,8.1881,0.4089
110083,19.2952,18.1349,0.5115
110084,1.1236,1.015,0.4964
110085,,,
110086,,,
110087,0.4224,0.3395,0.0439
110088,,,
110089,,,
110090,,,
110091,,,
110092,,,
110093,1.2345,0.0706,0.0158
110094,5.2229,2.5062,0.0029
110095,,,
110096,,,
110097,,,
110098,,,
110099,3.0987,2.2105,0.0329
110100,,,
110101,,,
110102,,,
110103,1.2418,0.9236,0.3854
110104,,,
110105,13.813,13.813,
110106,,,
110107,,,
110108,1.3412,1.0281,0.1268
110109,,,
110110,,,
110111,8.4667,8.4667,1.4667
110112,68.0833,5.2917,1.5833
110113,,,
110114,,,
110115,,,
110116,15.8008,15.8008,0.0096
110117,14.5059,14.5059,0.1189
110118,,,
110119,,,
110120,,,
110121,,,
110122,,,
110123,,,
110124,,,
110125,,,
110126,37.7713,30.3431,1.5337
110127,,,
110128,,,
110129,,,
110130,,,
110131,,,
110132,2.0554,1.7527,0.2206
110133,0.2642,0.0692,0.0461
110134,,,
110135,2.0945,0.3427,0.0799
110136,1.7194,0.2793,0.0553
110137,,,
110138,,,
110139,,,
110140,,,
110141,,,
110142,,,
110143,,,
110144,2.0,2.0,1.2857
110145,,,
110146,,,
110147,,,
110148,,,
110149,,,
110150,1.0455,0.3733,0.0733
110151,0.0627,0.0591,
110152,,,
110153,,,
110154,,,
110155,1.4505,1.3097,0.0387
110156,1.1936,0.8935,0.1051
110157,,,
110158,,,
110159,,,
110160,5.8451,5.8451,3.0845
110161,1.8435,0.9097,0.5539
110162,,,
110163,,,
110164,,,
110165,1.7332,0.4175,0.0344
110166,,,
110167,,,
110168,,,
110169,4.4228,4.4185,
110170,,,
110171,,,
110172,,,
110173,0.6674,0.4361,0.2914
110174,3.4921,1.2261,0.4131
110175,,,
110176,,,
110177,112.6842,112.6316,56.6316
110178,0.1555,0.1555,0.0145
110179,,,
110180,,,
110181,1.2597,0.3899,0.0411
110182,,,
110183,12.1536,7.5964,2.557
110184,,,
110185,,,
110186,,,
110187,2.2782,1.8201,0.3078
110188,,,
110189,,,
110190,,,
110191,1.0169,0.6386,0.1736
110192,,,
110193,,,
110194,1.2564,1.2564,1.2564
110195,,,
110196,,,
110197,,,
110198,,,
110199,,,
110200,,,
110201,3.7108,1.4925,0.0991
110202,,,
110203,,,
110204,21.0294,12.2647,8.1176
110205,,,
110206,,,
110207,,,
110208,,,
110209,,,
110210,1.6122,1.0144,0.0344
110211,9.092,9.092,1.0
110212,,,
110213,,,
110214,1.028,0.6548,0.0313
110215,,,
110216,,,
110217,,,
110218,,,
110219,,,
110220,1.0372,0.9862,0.5441
110221,,,
110222,,,
110223,0.9722,0.9722,0.0108
110224,,,
110225,,,
110226,16.8857,1.3143,0.3429
110227,1.599,1.5684,0.7223
110228,,,
110229,,,
110230,,,
110231,,,
110232,,,
110233,,,
110234,,,
110235,,,
110236,,,
110237,0.8926,0.3155,0.0437
110238,,,
110239,,,
110240,,,
110241,,,
110242,,,
110243,,,
110244,,,
110245,,,
110246,,,
110247,,,
110248,1.0681,0.8447,0.099
110249,1.1894,0.3781,0.0721
110250,,,
110251,,,
110252,1.4727,0.1313,0.004
110253,,,
110254,,,
110255,,,
110256,,,
110257,,,
110258,,,
110259,,,
110260,,,
110261,,,
110262,,,
110263,1.6934,1.6934,0.0268
110264,,,
110265,6.5417,2.4167,2.375
110266,,,
110267,,,
110268,,,
110269,,,
110270,,,
110271,,,
110272,,,
110273,,,
110274,,,
110275,,,
110276,,,
110277,3.2531,0.3392,0.1398
110278,,,
110279,,,
110280,,,
110281,,,
110282,,,
110283,,,
110284,7.0702,0.7895,0.0526
110285,,,
110286,,,
110287,,,
110288,,,
110289,0.9722,0.9325,0.9325
110290,,,
110291,,,
110292,,,
110293,,,
110294,,,
110295,,,
110296,,,
110297,,,
110298,,,
110299,,,
110300,,,
110301,,,
110302,,,
110303,,,
110304,,,
110305,,,
110306,,,
110307,,,
110308,,,
110309,,,
110310,,,
110311,,,
110312,0.3707,0.3616,
110313,,,
110314,,,
110315,,,
110316,1.3845,0.7778,0.1083
110317,,,
110318,,,
110319,,,
110320,1.5399,1.5399,
110321,18.0245,17.3196,4.3364
110322,1.0703,0.8723,0.3451
110323,,,
110324,,,
110325,1.0236,0.8154,0.0011
110326,,,
110327,1.0579,0.5666,0.0041
110328,,,
110329,,,
110330,1.4706,1.0332,0.4103
110331,,,
110332,,,
110333,,,
110334,19.4597,5.9513,
110335,1.7998,0.0197,
110336,,,
110337,,,
110338,,,
110339,,,
110340,,,
110341,,,
110342,,,
110343,,,
110344,,,
110345,4.5691,4.5691,1.3389
110346,,,
110347,,,
110348,,,
110349,0.9233,0.6227,0.0583
110350,8.75,1.199,0.6529
110351,,,
110352,,,
110353,,,
110354,,,
110355,1.0936,0.3717,
110356,,,
110357,,,
110358,,,
110359,,,
110360,,,
110361,1.3378,1.0057,0.07
110362,1.0129,0.9086,0.0111
110363,,,
110364,,,
110365,,,
110366,,,
110367,,,
110368,,,
110369,3.8261,3.8261,3.8348
110370,,,
110371,,,
110372,,,
110373,,,
110374,,,
110375,,,
110376,,,
110377,,,
110378,,,
110379,,,
110380,5.5154,1.1752,0.1007
110381,,,
110382,,,
110383,1.1116,0.6679,0.1192
110384,,,
110385,,,
110386,5.5044,4.8973,1.0973
110387,,,
110388,,,
110389,,,
110390,,,
110391,,,
110392,,,
110393,1.1899,1.0482,0.0012
110394,,,
110395,,,
110396,,,
110397,,,
110398,,,
110399,,,
110400,,,
110401,,,
110402,1.6385,1.0751,0.0005
110403,,,
110404,,,
110405,,,
110406,3.394,2.357,0.0046
110407,,,
110408,,,
110409,,,
110410,0.375,0.0479,0.0354
110411,1.0533,0.2002,0.0422
110412,,,
110413,,,
110414,,,
110415,,,
110416,1.0544,0.8758,0.1477
110417,4.9468,3.6019,0.0314
110418,1.3743,0.9644,0.2735
110419,,,
110420,,,
110421,1.5423,1.0557,0.0186
110422,1.6746,0.4012,0.1489
110423,,,
110424,,,
110425,,,
110426,,,
110427,1.1598,0.8914,0.0267
110428,,,
110429,,,
110430,,,
110431,,,
110432,1.1699,0.8894,0.0767
110433,,,
110434,,,
110435,,,
110436,,,
110437,1.1977,1.1883,0.3515
110438,,,
110439,,,
110440,,,
110441,,,
110442,,,
110443,3.5163,0.5302,0.2744
110444,,,
110445,,,
110446,,,
110447,,,
110448,0.3626,0.3561,0.1502
110449,1.3822,1.0428,0.6647
110450,,,
110451,,,
110452,4.7084,2.9581,2.9531
110453,,,
110454,,,
110455,,,
110456,,,
110457,5.0439,1.3095,0.9326
110458,1.5443,1.5443,0.0512
110459,,,
110460,,,
110461,14.5862,1.8966,1.1034
110462,,,
110463,,,
110464,,,
110465,,,
110466,,,
110467,,,
110468,,,
110469,1.1364,1.1364,1.1364
110470,1.8264,1.7401,0.9425
110471,,,
110472,,,
110473,,,
110474,1.0234,0.6801,0.0004
110475,,,
110476,,,
110477,4.0645,2.901,1.6432
110478,,,
110479,,,
110480,,,
110481,,,
110482,,,
110483,,,
110484,,,
110485,,,
110486,1.8236,1.8236,0.3028
110487,1.4415,1.0084,0.01
110488,18.0179,7.3661,3.0982
110489,2.2828,1.2688,0.6406
110490,,,
110491,,,
110492,,,
110493,1.0,0.9991,0.1247
110494,,,
110495,,,
110496,1.8242,1.8242,0.5424
110497,2.3138,2.2893,0.0502
110498,,,
110499,,,
110500,,,
110501,,,
110502,1.2469,1.1901,0.4536
110503,,,
110504,49.9554,48.7522,12.51
110505,1.8524,1.3374,0.6467
110506,,,
110507,3.6651,1.2833,0.0382
110508,,,
110509,0.5041,0.5014,0.1639
110510,1.0,1.0,1.0
110511,9.8118,9.4428,1.524
110512,,,
110513,,,
110514,,,
110515,7.8338,1.1837,0.0578
110516,,,
110517,,,
110518,,,
110519,,,
110520,,,
110521,,,
110522,,,
110523,,,
110524,,,
110525,,,
110526,,,
110527,,,
110528,,,
110529,,,
110530,,,
110531,1.2774,0.6402,0.0003
110532,,,
110533,,,
110534,,,
110535,,,
110536,,,
110537,,,
110538,,,
110539,,,
110540,,,
110541,,,
110542,,,
110543,,,
110544,,,
110545,,,
110546,,,
110547,,,
110548,1.0008,1.0008,
110549,,,
110550,,,
110551,,,
110552,,,
110553,3.0543,3.0087,0.7543
110554,,,
110555,,,
110556,1.5714,1.0971,0.2885
110557,,,
110558,,,
110559,,,
110560,,,
110561,,,
110562,,,
110563,,,
110564,,,
110565,,,
110566,,,
110567,,,
110568,5.8659,3.5876,2.2953
110569,,,
110570,,,
110571,,,
110572,,,
110573,0.8987,0.6088,0.1292
110574,,,
110575,,,
110576,,,
110577,,,
110578,,,
110579,,,
110580,,,
110581,,,
110582,,,
110583,,,
110584,,,
110585,2.5431,1.0894,0.0093
110586,,,
110587,,,
110588,,,
110589,1.0071,0.29,0.0506
110590,,,
110591,,,
110592,1.0341,0.8727,0.0293
110593,,,
110594,1.0966,0.825,0.0034
110595,,,
110596,,,
110597,,,
110598,,,
110599,,,
110600,,,
110601,,,
110602,45.2338,15.8442,2.4675
110603,,,
110604,,,
110605,,,
110606,,,
110607,,,
110608,,,
110609,,,
110610,,,
110611,,,
110612,,,
110613,0.3828,0.223,0.0068
110614,,,
110615,,,
110616,,,
110617,10.1515,10.1515,8.1894
110618,1.1803,1.0392,0.4356
110619,,,
110620,19.3601,11.8166,0.4171
110621,,,
110622,1.1982,0.739,0.1215
110623,1.1029,1.031,0.0999
110624,,,
110625,1.7071,1.6893,0.5686
110626,1.7075,0.935,0.3096
110627,,,
110628,,,
110629,,,
110630,5.9606,4.3073,2.5304
110631,,,
110632,,,
110633,,,
110634,,,
110635,,,
110636,,,
110637,,,
110638,2.2113,0.4029,0.0885
110639,1.1936,0.7803,0.2184
110640,,,
110641,,,
110642,,,
110643,,,
110644,,,
110645,,,
110646,,,
110647,,,
110648,,,
110649,,,
110650,,,
110651,,,
110652,,,
110653,,,
110654,,,
110655,,,
110656,,,
110657,1.5707,0.9335,
110658,,,
110659,43.8552,35.2658,0.1618
110660,,,
110661,2.0122,2.0008,0.1132
110662,,,
110663,0.96,0.2293,0.0107
110664,,,
110665,,,
110666,,,
110667,1.2846,0.7001,0.3783
110668,,,
110669,,,
110670,1.0369,0.3637,0.0135
110671,1.0123,0.9576,0.0005
110672,,,
110673,7.9382,5.6843,1.9266
110674,,,
110675,1.954,1.2926,0.294
110676,,,
110677,,,
110678,,,
110679,,,
110680,,,
110681,,,
110682,,,
110683,,,
110684,,,
110685,,,
110686,,,
110687,0.5782,0.2075,0.0163
110688,,,
110689,4.98,2.3594,0.1378
110690,,,
110691,1.5159,1.027,0.0907
110692,,,
110693,1.0317,0.4997,
110694,,,
110695,2.2685,2.146,0.2947
110696,,,
110697,244.7702,244.7702,2.5963
110698,1.0632,1.0351,0.0078
110699,1.0306,1.0221,0.0468
110700,,,
110701,,,
110702,2.0231,1.1077,0.0565
110703,,,
110704,,,
110705,,,
110706,1.424,0.0995,0.0796
110707,,,
110708,13.6049,6.8126,3.2913
110709,,,
110710,,,
110711,,,
110712,,,
110713,,,
110714,,,
110715,,,
110716,32.7986,16.5245,0.4636
110717,,,
110718,,,
110719,,,
110720,,,
110721,1.0542,1.0381,0.0044
110722,,,
110723,20.686,,
110724,,,
110725,3.2591,0.8328,0.0276
110726,,,
110727,,,
110728,,,
110729,,,
110730,,,
110731,1.3693,0.317,0.0161
110732,,,
110733,,,
110734,,,
110735,,,
110736,,,
110737,,,
110738,,,
110739,,,
110740,,,
110741,,,
110742,,,
110743,,,
110744,,,
110745,,,
110746,,,
110747,0.459,0.4494,0.0082
110748,1.2111,0.2808,0.0015
110749,,,
110750,,,
110751,,,
110752,590.5211,31.0,29.7324
110753,,,
110754,,,
110755,6.6154,6.6154,6.6154
110756,,,
110757,,,
110758,,,
110759,,,
110760,,,
110761,,,
110762,,,
110763,,,
110764,1.017,0.199,0.0746
110765,,,
110766,8.2201,5.5483,
110767,,,
110768,1.625,1.625,1.625
110769,,,
110770,,,
110771,,,
110772,,,
110773,1.0407,0.6794,0.1292
110774,,,
110775,,,
110776,,,
110777,,,
110778,,,
110779,1.2899,0.9317,0.029
110780,1.1149,0.5066,0.296
110781,,,
110782,,,
110783,,,
110784,,,
110785,,,
110786,,,
110787,,,
110788,2.2571,1.0898,0.0082
110789,,,
110790,1.1676,1.0419,0.0064
110791,,,
110792,,,
110793,,,
110794,,,
110795,1.1768,0.0335,0.002
110796,,,
110797,66.125,2.125,
110798,5.3816,2.8903,2.8903
110799,,,
110800,,,
110801,,,
110802,,,
110803,1.0111,0.566,0.058
110804,,,
110805,,,
110806,,,
110807,,,
110808,,,
110809,,,
110810,,,
110811,0.8639,0.347,0.0285
110812,,,
110813,12.8252,9.2621,5.1359
110814,,,
110815,1.0578,0.7206,0.0484
110816,,,
110817,,,
110818,,,
110819,,,
110820,,,
110821,,,
110822,,,
110823,,,
110824,,,
110825,,,
110826,45.2393,44.9635,0.0182
110827,,,
110828,,,
110829,,,
110830,,,
110831,,,
110832,,,
110833,2.8571,1.6429,0.2619
110834,,,
110835,,,
110836,,,
110837,,,
110838,,,
110839,5.6578,4.3916,2.1217
110840,,,
110841,,,
110842,,,
110843,,,
110844,,,
110845,1.3366,0.6634,0.1485
110846,0.8041,0.4921,0.0247
110847,,,
110848,,,
110849,37.7615,16.7127,6.8675
110850,,,
110851,,,
110852,,,
110853,117.1429,117.1429,2.8571
110854,,,
110855,,,
110856,,,
110857,,,
110858,,,
110859,,,
110860,,,
110861,,,
110862,,,
110863,,,
110864,,,
110865,,,
110866,,,
110867,,,
110868,,,
110869,,,
110870,,,
110871,,,
110872,,,
110873,2.6897,0.8614,0.0261
110874,,,
110875,,,
110876,,,
110877,,,
110878,,,
110879,,,
110880,,,
110881,,,
110882,,,
110883,1.2925,1.2662,0.009
110884,1.06,1.08,0.02
110885,,,
110886,1.4359,0.2733,0.1391
110887,,,
110888,,,
110889,2.2468,0.084,0.0458
110890,,,
110891,,,
110892,1.1429,1.0138,0.0574
110893,13.5523,12.4314,12.3301
110894,,,
110895,1.0079,0.9933,
110896,,,
110897,,,
110898,,,
110899,1.4664,0.1343,
110900,1.0379,0.2718,0.0017
110901,,,
110902,,,
110903,,,
110904,,,
110905,,,
110906,,,
110907,,,
110908,,,
110909,,,
110910,,,
110911,,,
110912,,,
110913,,,
110914,,,
110915,,,
110916,4.1585,3.8135,1.6527
110917,,,
110918,,,
110919,,,
110920,,,
110921,,,
110922,1.0,1.0,0.0012
110923,,,
110924,0.56,0.4634,0.002
110925,,,
110926,,,
110927,,,
110928,,,
110929,1.3857,1.0127,
110930,2.3529,2.0706,0.2588
110931,,,
110932,,,
110933,,,
110934,3.5092,3.2055,0.7053
110935,,,
110936,1.0768,0.1936,0.0021
110937,,,
110938,,,
110939,,,
110940,,,
110941,,,
110942,,,
110943,,,
110944,,,
110945,1.8436,1.1564,0.834
110946,,,
110947,0.1961,,
110948,,,
110949,,,
110950,1.11,1.03,0.1533
110951,,,
110952,,,
110953,,,
110954,,,
110955,,,
110956,1.0878,1.0878,0.0004
110957,,,
110958,,,
110959,,,
110960,,,
110961,,,
110962,3.2988,2.4311,0.0057
110963,,,
110964,,,
110965,,,
110966,,,
110967,0.244,0.0493,0.0384
110968,,,
110969,,,
110970,2.2797,1.137,0.98
110971,,,
110972,,,
110973,,,
110974,,,
110975,,,
110976,,,
110977,,,
110978,2.3969,1.6438,0.75
110979,,,
110980,,,
110981,,,
110982,2.4228,0.9963,0.2059
110983,2.5604,0.1799,0.1799
110984,,,
110985,,,
110986,,,
110987,,,
110988,1.1252,1.1204,0.0016
110989,,,
110990,,,
110991,,,
110992,,,
110993,,,
110994,,,
110995,,,
110996,,,
110997,,,
110998,,,
110999,1.0065,0.085,0.085
111000,,,
111001,,,
111002,,,
111003,0.9581,0.8411,0.1051
111004,1.1359,0.9005,0.3034
111005,,,
111006,,,
111007,,,
111008,,,
111009,,,
111010,,,
111011,,,
111012,,,
111013,,,
111014,2.0622,0.6571,0.1284
111015,,,
111016,,,
111017,,,
111018,41.3267,21.3663,6.1287
111019,,,
111020,,,
111021,18.4783,14.8435,1.6
111022,,,
111023,,,
111024,,,
111025,2.2624,2.1629,0.0602
111026,,,
111027,,,
111028,,,
111029,,,
111030,,,
111031,,,
111032,2.4128,0.2242,0.2242
111033,,,
111034,,,
111035,,,
111036,,,
111037,,,
111038,,,
111039,,,
111040,,,
111041,,,
111042,,,
111043,,,
111044,,,
111045,,,
111046,,,
111047,,,
111048,,,
111049,,,
111050,2.6553,0.2333,
111051,,,
111052,1.4266,1.0047,0.285
111053,20.5921,15.2383,1.1499
111054,,,
111055,37.7389,13.5608,11.1573
111056,,,
111057,,,
111058,184.3636,184.3636,40.0909
111059,46.3478,45.913,0.6957
111060,,,
111061,,,
111062,,,
111063,,,
111064,,,
111065,1.5106,0.52,0.1169
111066,,,
111067,,,
111068,,,
111069,,,
111070,,,
111071,,,
111072,3.6445,2.672,0.4344
111073,,,
111074,,,
111075,1.865,0.9155,0.4743
111076,,,
111077,,,
111078,,,
111079,,,
111080,3.9829,1.4891,0.711
111081,,,
111082,2.11,0.7206,
111083,14.002,11.9893,1.5366
111084,,,
111085,,,
111086,1.3446,1.3446,0.3446
111087,,,
111088,,,
111089,,,
111090,2.9312,0.1748,0.0544
111091,,,
111092,,,
111093,7.3902,6.8293,3.7073
111094,4.2543,2.396,0.5491
111095,,,
111096,,,
111097,9.0573,8.8981,0.7941
111098,,,
111099,,,
111100,,,
111101,,,
111102,3.5375,3.5375,3.075
111103,,,
111104,,,
111105,,,
111106,,,
111107,,,
111108,,,
111109,,,
111110,2.8411,2.6962,0.007
111111,,,
111112,,,
111113,,,
111114,,,
111115,-0.314,-0.314,0.0518
111116,,,
111117,,,
111118,,,
111119,,,
111120,0.8164,0.0778,0.0119
111121,,,
111122,,,
111123,,,
111124,,,
111125,,,
111126,,,
111127,,,
111128,,,
111129,,,
111130,,,
111131,2.6984,1.6288,0.1856
